id,group,pdp_page,cta,actions
14928,control,old page,buy btn,view
675313,treatment,new page,order btn,view
541705,treatment,new page,order btn,view
13260,control,old page,buy btn,click
475058,treatment,new page,order btn,view
625327,treatment,new page,order btn,click
37567,control,old page,buy btn,view
666720,treatment,new page,order btn,view
41568,control,old page,buy btn,view
535836,treatment,new page,order btn,view
451375,treatment,new page,order btn,click
38406,control,old page,buy btn,view
15813,control,old page,buy btn,view
34026,control,old page,buy btn,view
590956,treatment,new page,order btn,view
30231,control,old page,buy btn,click
27380,control,old page,buy btn,view
670178,treatment,new page,order btn,click
20148,control,old page,buy btn,view
35302,control,old page,buy btn,click
41407,control,old page,buy btn,click
16273,control,old page,buy btn,click
558157,treatment,new page,order btn,view
23563,control,old page,buy btn,view
22838,control,old page,buy btn,view
41131,control,old page,buy btn,view
17262,control,old page,buy btn,view
655402,treatment,new page,order btn,view
454938,treatment,new page,order btn,view
641151,treatment,new page,order btn,view
471076,treatment,new page,order btn,click
555851,treatment,new page,order btn,click
560357,treatment,new page,order btn,view
475896,treatment,new page,order btn,click
435657,treatment,new page,order btn,view
490672,treatment,new page,order btn,click
27253,control,old page,buy btn,view
600702,treatment,new page,order btn,view
591480,treatment,new page,order btn,view
45915,control,old page,buy btn,view
608351,treatment,new page,order btn,click
15663,control,old page,buy btn,view
19308,control,old page,buy btn,click
41948,control,old page,buy btn,view
487109,treatment,new page,order btn,view
480193,treatment,new page,order btn,view
606046,treatment,new page,order btn,click
516345,treatment,new page,order btn,view
18768,control,old page,buy btn,view
33175,control,old page,buy btn,click
18055,control,old page,buy btn,view
25322,control,old page,buy btn,view
39407,control,old page,buy btn,click
33957,control,old page,buy btn,click
36636,control,old page,buy btn,view
435866,treatment,new page,order btn,view
32152,control,old page,buy btn,view
42166,control,old page,buy btn,view
14801,control,old page,buy btn,view
38027,control,old page,buy btn,view
12559,control,old page,buy btn,view
46766,control,old page,buy btn,view
32060,control,old page,buy btn,view
657393,treatment,new page,order btn,view
25770,control,old page,buy btn,view
24816,control,old page,buy btn,view
489728,treatment,new page,order btn,view
22102,control,old page,buy btn,view
34325,control,old page,buy btn,view
13513,control,old page,buy btn,view
610657,treatment,new page,order btn,view
42822,control,old page,buy btn,click
45133,control,old page,buy btn,click
31945,control,old page,buy btn,view
584564,treatment,new page,order btn,view
589175,treatment,new page,order btn,view
441630,treatment,new page,order btn,click
35474,control,old page,buy btn,view
639265,treatment,new page,order btn,view
37820,control,old page,buy btn,view
45547,control,old page,buy btn,view
23919,control,old page,buy btn,view
588965,treatment,new page,order btn,click
30070,control,old page,buy btn,view
478516,treatment,new page,order btn,view
547678,treatment,new page,order btn,view
20746,control,old page,buy btn,view
28024,control,old page,buy btn,click
554279,treatment,new page,order btn,view
649744,treatment,new page,order btn,click
15974,control,old page,buy btn,view
19573,control,old page,buy btn,view
33934,control,old page,buy btn,view
14916,control,old page,buy btn,click
38349,control,old page,buy btn,view
508591,treatment,new page,order btn,view
565387,treatment,new page,order btn,view
31186,control,old page,buy btn,view
26437,control,old page,buy btn,view
13444,control,old page,buy btn,view
511315,treatment,new page,order btn,view
43948,control,old page,buy btn,view
21723,control,old page,buy btn,click
24287,control,old page,buy btn,view
557738,treatment,new page,order btn,view
595253,treatment,new page,order btn,view
46087,control,old page,buy btn,view
580477,treatment,new page,order btn,view
559729,treatment,new page,order btn,click
31956,control,old page,buy btn,view
574085,treatment,new page,order btn,view
19458,control,old page,buy btn,view
31232,control,old page,buy btn,click
28219,control,old page,buy btn,view
552498,treatment,new page,order btn,view
542753,treatment,new page,order btn,click
469818,treatment,new page,order btn,view
42534,control,old page,buy btn,view
31715,control,old page,buy btn,click
33543,control,old page,buy btn,view
27288,control,old page,buy btn,view
28208,control,old page,buy btn,view
440686,treatment,new page,order btn,view
12800,control,old page,buy btn,view
36256,control,old page,buy btn,view
642932,treatment,new page,order btn,view
31128,control,old page,buy btn,view
28541,control,old page,buy btn,view
31416,control,old page,buy btn,view
620926,treatment,new page,order btn,view
15721,control,old page,buy btn,click
26127,control,old page,buy btn,view
33267,control,old page,buy btn,view
25437,control,old page,buy btn,view
44937,control,old page,buy btn,view
34382,control,old page,buy btn,view
601121,treatment,new page,order btn,view
43799,control,old page,buy btn,view
492034,treatment,new page,order btn,click
621974,treatment,new page,order btn,click
20090,control,old page,buy btn,view
45708,control,old page,buy btn,click
46145,control,old page,buy btn,view
624384,treatment,new page,order btn,view
547154,treatment,new page,order btn,view
512782,treatment,new page,order btn,view
38142,control,old page,buy btn,view
597139,treatment,new page,order btn,view
17710,control,old page,buy btn,click
669025,treatment,new page,order btn,view
564759,treatment,new page,order btn,view
37257,control,old page,buy btn,view
17745,control,old page,buy btn,click
35256,control,old page,buy btn,click
30059,control,old page,buy btn,click
514669,treatment,new page,order btn,view
40212,control,old page,buy btn,view
19515,control,old page,buy btn,click
17020,control,old page,buy btn,view
37901,control,old page,buy btn,view
35199,control,old page,buy btn,view
31082,control,old page,buy btn,view
20182,control,old page,buy btn,view
503037,treatment,new page,order btn,view
506181,treatment,new page,order btn,click
479669,treatment,new page,order btn,view
29679,control,old page,buy btn,view
24321,control,old page,buy btn,view
29748,control,old page,buy btn,view
24701,control,old page,buy btn,view
24310,control,old page,buy btn,view
44374,control,old page,buy btn,view
500312,treatment,new page,order btn,click
24574,control,old page,buy btn,view
27748,control,old page,buy btn,view
622813,treatment,new page,order btn,view
38935,control,old page,buy btn,view
46731,control,old page,buy btn,view
496016,treatment,new page,order btn,view
19803,control,old page,buy btn,click
45834,control,old page,buy btn,view
23873,control,old page,buy btn,view
19987,control,old page,buy btn,view
44512,control,old page,buy btn,view
14192,control,old page,buy btn,view
31094,control,old page,buy btn,view
463531,treatment,new page,order btn,view
36739,control,old page,buy btn,view
13812,control,old page,buy btn,view
600073,treatment,new page,order btn,view
37889,control,old page,buy btn,view
42281,control,old page,buy btn,view
450956,treatment,new page,order btn,view
44466,control,old page,buy btn,view
30921,control,old page,buy btn,view
42017,control,old page,buy btn,click
526720,treatment,new page,order btn,click
625851,treatment,new page,order btn,click
543486,treatment,new page,order btn,view
44868,control,old page,buy btn,click
24264,control,old page,buy btn,view
40557,control,old page,buy btn,click
520851,treatment,new page,order btn,view
25724,control,old page,buy btn,view
44753,control,old page,buy btn,view
609504,treatment,new page,order btn,view
46605,control,old page,buy btn,view
28093,control,old page,buy btn,click
450851,treatment,new page,order btn,click
23482,control,old page,buy btn,view
545477,treatment,new page,order btn,click
16802,control,old page,buy btn,view
41085,control,old page,buy btn,click
39648,control,old page,buy btn,view
42408,control,old page,buy btn,click
39982,control,old page,buy btn,view
462064,treatment,new page,order btn,view
17963,control,old page,buy btn,click
41787,control,old page,buy btn,view
27633,control,old page,buy btn,click
37015,control,old page,buy btn,view
13893,control,old page,buy btn,click
41499,control,old page,buy btn,view
556166,treatment,new page,order btn,click
660118,treatment,new page,order btn,view
26633,control,old page,buy btn,view
32761,control,old page,buy btn,view
14307,control,old page,buy btn,click
478201,treatment,new page,order btn,view
34302,control,old page,buy btn,view
15583,control,old page,buy btn,click
34049,control,old page,buy btn,click
17837,control,old page,buy btn,view
493815,treatment,new page,order btn,view
527139,treatment,new page,order btn,view
25276,control,old page,buy btn,view
22700,control,old page,buy btn,view
18699,control,old page,buy btn,view
461749,treatment,new page,order btn,view
631196,treatment,new page,order btn,view
520327,treatment,new page,order btn,view
27564,control,old page,buy btn,view
503142,treatment,new page,order btn,view
45466,control,old page,buy btn,view
17135,control,old page,buy btn,view
42189,control,old page,buy btn,view
25310,control,old page,buy btn,view
41465,control,old page,buy btn,view
28783,control,old page,buy btn,view
571675,treatment,new page,order btn,view
603112,treatment,new page,order btn,view
41361,control,old page,buy btn,view
44707,control,old page,buy btn,view
30622,control,old page,buy btn,view
35946,control,old page,buy btn,view
37521,control,old page,buy btn,view
22654,control,old page,buy btn,view
573771,treatment,new page,order btn,view
18365,control,old page,buy btn,view
453680,treatment,new page,order btn,click
549564,treatment,new page,order btn,view
36440,control,old page,buy btn,view
495387,treatment,new page,order btn,view
38694,control,old page,buy btn,view
556061,treatment,new page,order btn,click
32221,control,old page,buy btn,click
638426,treatment,new page,order btn,view
23195,control,old page,buy btn,view
13019,control,old page,buy btn,view
660328,treatment,new page,order btn,view
14790,control,old page,buy btn,view
557528,treatment,new page,order btn,click
19205,control,old page,buy btn,view
19642,control,old page,buy btn,click
602169,treatment,new page,order btn,view
531016,treatment,new page,order btn,click
28679,control,old page,buy btn,click
558576,treatment,new page,order btn,view
42960,control,old page,buy btn,click
12766,control,old page,buy btn,click
12858,control,old page,buy btn,click
469399,treatment,new page,order btn,click
482393,treatment,new page,order btn,view
32818,control,old page,buy btn,view
535627,treatment,new page,order btn,view
599968,treatment,new page,order btn,view
610342,treatment,new page,order btn,view
644085,treatment,new page,order btn,view
623336,treatment,new page,order btn,view
456719,treatment,new page,order btn,view
13916,control,old page,buy btn,view
28369,control,old page,buy btn,view
39292,control,old page,buy btn,view
28909,control,old page,buy btn,view
19078,control,old page,buy btn,view
39349,control,old page,buy btn,view
31140,control,old page,buy btn,view
19274,control,old page,buy btn,view
456405,treatment,new page,order btn,view
447498,treatment,new page,order btn,view
464474,treatment,new page,order btn,view
33117,control,old page,buy btn,click
15066,control,old page,buy btn,view
562453,treatment,new page,order btn,click
43971,control,old page,buy btn,view
506809,treatment,new page,order btn,view
625956,treatment,new page,order btn,view
29450,control,old page,buy btn,click
38050,control,old page,buy btn,view
457348,treatment,new page,order btn,click
676780,treatment,new page,order btn,view
518127,treatment,new page,order btn,click
35061,control,old page,buy btn,click
39993,control,old page,buy btn,click
555327,treatment,new page,order btn,view
607304,treatment,new page,order btn,view
27989,control,old page,buy btn,click
621031,treatment,new page,order btn,click
636540,treatment,new page,order btn,click
670387,treatment,new page,order btn,view
25172,control,old page,buy btn,view
676046,treatment,new page,order btn,click
569055,treatment,new page,order btn,view
22275,control,old page,buy btn,click
529968,treatment,new page,order btn,click
38924,control,old page,buy btn,click
602274,treatment,new page,order btn,click
595777,treatment,new page,order btn,click
45512,control,old page,buy btn,view
15410,control,old page,buy btn,view
614324,treatment,new page,order btn,view
35854,control,old page,buy btn,view
645657,treatment,new page,order btn,view
40074,control,old page,buy btn,view
575657,treatment,new page,order btn,view
25540,control,old page,buy btn,view
504190,treatment,new page,order btn,click
39142,control,old page,buy btn,view
548621,treatment,new page,order btn,view
17124,control,old page,buy btn,click
39154,control,old page,buy btn,click
13801,control,old page,buy btn,click
27138,control,old page,buy btn,view
564549,treatment,new page,order btn,click
42592,control,old page,buy btn,click
43397,control,old page,buy btn,view
13168,control,old page,buy btn,view
45685,control,old page,buy btn,view
24022,control,old page,buy btn,view
568845,treatment,new page,order btn,click
486166,treatment,new page,order btn,view
36463,control,old page,buy btn,view
525567,treatment,new page,order btn,view
42350,control,old page,buy btn,click
463216,treatment,new page,order btn,click
656869,treatment,new page,order btn,view
610762,treatment,new page,order btn,view
15928,control,old page,buy btn,click
41258,control,old page,buy btn,view
40177,control,old page,buy btn,click
15158,control,old page,buy btn,click
561929,treatment,new page,order btn,view
33370,control,old page,buy btn,view
45961,control,old page,buy btn,view
573561,treatment,new page,order btn,view
532169,treatment,new page,order btn,view
570627,treatment,new page,order btn,view
32048,control,old page,buy btn,click
618726,treatment,new page,order btn,click
31243,control,old page,buy btn,view
649325,treatment,new page,order btn,view
46260,control,old page,buy btn,view
595148,treatment,new page,order btn,view
15020,control,old page,buy btn,click
23080,control,old page,buy btn,view
16296,control,old page,buy btn,view
27081,control,old page,buy btn,view
509743,treatment,new page,order btn,click
14571,control,old page,buy btn,view
527243,treatment,new page,order btn,view
18595,control,old page,buy btn,view
39016,control,old page,buy btn,click
27794,control,old page,buy btn,click
480821,treatment,new page,order btn,click
45225,control,old page,buy btn,view
17216,control,old page,buy btn,view
14755,control,old page,buy btn,view
20401,control,old page,buy btn,view
19860,control,old page,buy btn,click
21251,control,old page,buy btn,view
28185,control,old page,buy btn,view
669235,treatment,new page,order btn,click
556270,treatment,new page,order btn,click
536884,treatment,new page,order btn,click
635911,treatment,new page,order btn,view
20228,control,old page,buy btn,click
28691,control,old page,buy btn,view
654774,treatment,new page,order btn,click
596301,treatment,new page,order btn,view
17871,control,old page,buy btn,view
527872,treatment,new page,order btn,view
611600,treatment,new page,order btn,view
38291,control,old page,buy btn,view
43811,control,old page,buy btn,click
37809,control,old page,buy btn,view
43684,control,old page,buy btn,view
15870,control,old page,buy btn,view
23068,control,old page,buy btn,view
443306,treatment,new page,order btn,click
18032,control,old page,buy btn,view
442154,treatment,new page,order btn,click
30944,control,old page,buy btn,click
31197,control,old page,buy btn,click
23149,control,old page,buy btn,view
26219,control,old page,buy btn,view
543381,treatment,new page,order btn,click
42028,control,old page,buy btn,view
637693,treatment,new page,order btn,click
507857,treatment,new page,order btn,view
23402,control,old page,buy btn,view
625747,treatment,new page,order btn,click
583621,treatment,new page,order btn,view
644609,treatment,new page,order btn,view
467932,treatment,new page,order btn,view
523576,treatment,new page,order btn,click
33669,control,old page,buy btn,view
14422,control,old page,buy btn,view
27230,control,old page,buy btn,view
658546,treatment,new page,order btn,click
659804,treatment,new page,order btn,view
32887,control,old page,buy btn,view
579115,treatment,new page,order btn,view
20044,control,old page,buy btn,view
674684,treatment,new page,order btn,view
624908,treatment,new page,order btn,click
596720,treatment,new page,order btn,view
441839,treatment,new page,order btn,view
21734,control,old page,buy btn,view
676675,treatment,new page,order btn,view
18159,control,old page,buy btn,view
22344,control,old page,buy btn,view
462483,treatment,new page,order btn,click
37625,control,old page,buy btn,view
38682,control,old page,buy btn,view
14399,control,old page,buy btn,view
29335,control,old page,buy btn,view
24586,control,old page,buy btn,view
24229,control,old page,buy btn,view
24747,control,old page,buy btn,click
510058,treatment,new page,order btn,view
33704,control,old page,buy btn,view
564968,treatment,new page,order btn,view
20642,control,old page,buy btn,view
653726,treatment,new page,order btn,click
439848,treatment,new page,order btn,view
548516,treatment,new page,order btn,view
25471,control,old page,buy btn,click
480088,treatment,new page,order btn,view
25644,control,old page,buy btn,view
593890,treatment,new page,order btn,click
33393,control,old page,buy btn,view
41017,control,old page,buy btn,view
509324,treatment,new page,order btn,click
19975,control,old page,buy btn,view
612124,treatment,new page,order btn,view
16135,control,old page,buy btn,view
27035,control,old page,buy btn,click
466360,treatment,new page,order btn,view
28610,control,old page,buy btn,click
32117,control,old page,buy btn,click
32255,control,old page,buy btn,view
501151,treatment,new page,order btn,click
514040,treatment,new page,order btn,view
34532,control,old page,buy btn,view
40304,control,old page,buy btn,view
42155,control,old page,buy btn,view
16652,control,old page,buy btn,view
32968,control,old page,buy btn,view
45075,control,old page,buy btn,view
21493,control,old page,buy btn,view
676465,treatment,new page,order btn,click
19113,control,old page,buy btn,view
14778,control,old page,buy btn,view
26299,control,old page,buy btn,click
518755,treatment,new page,order btn,view
24954,control,old page,buy btn,view
541809,treatment,new page,order btn,view
453785,treatment,new page,order btn,view
519908,treatment,new page,order btn,click
16618,control,old page,buy btn,view
33715,control,old page,buy btn,view
486585,treatment,new page,order btn,view
20815,control,old page,buy btn,view
33485,control,old page,buy btn,view
490881,treatment,new page,order btn,view
37832,control,old page,buy btn,view
14652,control,old page,buy btn,view
45397,control,old page,buy btn,view
34865,control,old page,buy btn,view
38303,control,old page,buy btn,view
21608,control,old page,buy btn,view
24034,control,old page,buy btn,view
45892,control,old page,buy btn,view
611390,treatment,new page,order btn,click
43753,control,old page,buy btn,view
46674,control,old page,buy btn,view
15709,control,old page,buy btn,view
15882,control,old page,buy btn,view
630986,treatment,new page,order btn,view
19849,control,old page,buy btn,view
37728,control,old page,buy btn,view
37970,control,old page,buy btn,view
26230,control,old page,buy btn,view
25368,control,old page,buy btn,click
651211,treatment,new page,order btn,view
444773,treatment,new page,order btn,click
592318,treatment,new page,order btn,view
19446,control,old page,buy btn,click
16905,control,old page,buy btn,view
12674,control,old page,buy btn,click
609714,treatment,new page,order btn,click
20631,control,old page,buy btn,view
33014,control,old page,buy btn,view
598187,treatment,new page,order btn,view
612753,treatment,new page,order btn,view
612543,treatment,new page,order btn,view
623232,treatment,new page,order btn,view
571465,treatment,new page,order btn,view
43374,control,old page,buy btn,view
597768,treatment,new page,order btn,click
540342,treatment,new page,order btn,view
20838,control,old page,buy btn,view
591585,treatment,new page,order btn,view
638741,treatment,new page,order btn,view
23758,control,old page,buy btn,view
660537,treatment,new page,order btn,view
20539,control,old page,buy btn,view
43408,control,old page,buy btn,view
17940,control,old page,buy btn,view
474953,treatment,new page,order btn,view
18618,control,old page,buy btn,view
15077,control,old page,buy btn,view
44029,control,old page,buy btn,view
40660,control,old page,buy btn,click
21447,control,old page,buy btn,view
508381,treatment,new page,order btn,view
39188,control,old page,buy btn,view
22769,control,old page,buy btn,view
43546,control,old page,buy btn,view
38464,control,old page,buy btn,view
33347,control,old page,buy btn,view
636959,treatment,new page,order btn,view
39119,control,old page,buy btn,view
520642,treatment,new page,order btn,view
529654,treatment,new page,order btn,view
489100,treatment,new page,order btn,click
38154,control,old page,buy btn,view
16514,control,old page,buy btn,view
470342,treatment,new page,order btn,view
586450,treatment,new page,order btn,view
30243,control,old page,buy btn,view
550088,treatment,new page,order btn,view
40775,control,old page,buy btn,view
24172,control,old page,buy btn,view
36003,control,old page,buy btn,click
28852,control,old page,buy btn,view
660223,treatment,new page,order btn,view
438067,treatment,new page,order btn,view
21044,control,old page,buy btn,view
584040,treatment,new page,order btn,click
44914,control,old page,buy btn,click
35291,control,old page,buy btn,click
14686,control,old page,buy btn,view
31968,control,old page,buy btn,click
29082,control,old page,buy btn,click
552079,treatment,new page,order btn,view
23827,control,old page,buy btn,view
594519,treatment,new page,order btn,view
467408,treatment,new page,order btn,view
29921,control,old page,buy btn,view
18400,control,old page,buy btn,view
37694,control,old page,buy btn,view
23011,control,old page,buy btn,view
587289,treatment,new page,order btn,view
22988,control,old page,buy btn,view
34934,control,old page,buy btn,view
16146,control,old page,buy btn,view
12938,control,old page,buy btn,view
15755,control,old page,buy btn,view
580687,treatment,new page,order btn,view
46662,control,old page,buy btn,view
548306,treatment,new page,order btn,click
438800,treatment,new page,order btn,view
28472,control,old page,buy btn,view
35279,control,old page,buy btn,view
18722,control,old page,buy btn,click
515821,treatment,new page,order btn,view
42500,control,old page,buy btn,view
43224,control,old page,buy btn,view
24333,control,old page,buy btn,view
25184,control,old page,buy btn,view
20297,control,old page,buy btn,view
13180,control,old page,buy btn,click
605208,treatment,new page,order btn,view
16480,control,old page,buy btn,click
625013,treatment,new page,order btn,view
18423,control,old page,buy btn,view
28162,control,old page,buy btn,view
44546,control,old page,buy btn,view
491510,treatment,new page,order btn,view
436704,treatment,new page,order btn,view
14709,control,old page,buy btn,view
608771,treatment,new page,order btn,click
615792,treatment,new page,order btn,view
539294,treatment,new page,order btn,view
40039,control,old page,buy btn,view
535522,treatment,new page,order btn,view
45639,control,old page,buy btn,view
496645,treatment,new page,order btn,click
607408,treatment,new page,order btn,view
24873,control,old page,buy btn,view
25954,control,old page,buy btn,view
489938,treatment,new page,order btn,view
656031,treatment,new page,order btn,view
528711,treatment,new page,order btn,click
28507,control,old page,buy btn,view
482184,treatment,new page,order btn,view
448231,treatment,new page,order btn,click
507228,treatment,new page,order btn,view
43650,control,old page,buy btn,view
27644,control,old page,buy btn,click
677932,treatment,new page,order btn,view
22919,control,old page,buy btn,view
22367,control,old page,buy btn,view
36291,control,old page,buy btn,view
25563,control,old page,buy btn,view
30703,control,old page,buy btn,view
32795,control,old page,buy btn,view
39200,control,old page,buy btn,view
451061,treatment,new page,order btn,view
627423,treatment,new page,order btn,view
15560,control,old page,buy btn,view
38521,control,old page,buy btn,view
39096,control,old page,buy btn,view
46225,control,old page,buy btn,click
26000,control,old page,buy btn,click
527558,treatment,new page,order btn,view
15054,control,old page,buy btn,click
617468,treatment,new page,order btn,view
39476,control,old page,buy btn,view
492243,treatment,new page,order btn,view
14341,control,old page,buy btn,view
589908,treatment,new page,order btn,view
556794,treatment,new page,order btn,view
46685,control,old page,buy btn,view
16089,control,old page,buy btn,view
43730,control,old page,buy btn,click
506705,treatment,new page,order btn,view
42143,control,old page,buy btn,view
486061,treatment,new page,order btn,view
599863,treatment,new page,order btn,view
511630,treatment,new page,order btn,click
45754,control,old page,buy btn,view
497797,treatment,new page,order btn,view
12789,control,old page,buy btn,view
42833,control,old page,buy btn,view
19653,control,old page,buy btn,view
633816,treatment,new page,order btn,click
554594,treatment,new page,order btn,view
27184,control,old page,buy btn,view
41729,control,old page,buy btn,click
619040,treatment,new page,order btn,view
38395,control,old page,buy btn,view
453576,treatment,new page,order btn,click
534788,treatment,new page,order btn,click
46179,control,old page,buy btn,view
474848,treatment,new page,order btn,click
527663,treatment,new page,order btn,view
24908,control,old page,buy btn,click
13973,control,old page,buy btn,click
15031,control,old page,buy btn,view
501570,treatment,new page,order btn,view
36314,control,old page,buy btn,view
518441,treatment,new page,order btn,view
562034,treatment,new page,order btn,view
18124,control,old page,buy btn,view
635073,treatment,new page,order btn,click
19021,control,old page,buy btn,view
39867,control,old page,buy btn,click
14353,control,old page,buy btn,view
512258,treatment,new page,order btn,view
40649,control,old page,buy btn,click
24804,control,old page,buy btn,view
485432,treatment,new page,order btn,view
13237,control,old page,buy btn,click
497378,treatment,new page,order btn,view
36808,control,old page,buy btn,view
42178,control,old page,buy btn,click
35222,control,old page,buy btn,click
532693,treatment,new page,order btn,view
24298,control,old page,buy btn,click
44949,control,old page,buy btn,view
474219,treatment,new page,order btn,view
641046,treatment,new page,order btn,view
581525,treatment,new page,order btn,view
22482,control,old page,buy btn,view
22114,control,old page,buy btn,view
27725,control,old page,buy btn,view
469923,treatment,new page,order btn,view
577648,treatment,new page,order btn,view
43742,control,old page,buy btn,view
43994,control,old page,buy btn,view
459339,treatment,new page,order btn,view
43914,control,old page,buy btn,view
17848,control,old page,buy btn,view
37671,control,old page,buy btn,view
20849,control,old page,buy btn,view
657184,treatment,new page,order btn,view
28001,control,old page,buy btn,view
31646,control,old page,buy btn,click
617049,treatment,new page,order btn,view
504504,treatment,new page,order btn,click
24137,control,old page,buy btn,view
473276,treatment,new page,order btn,view
13847,control,old page,buy btn,click
38912,control,old page,buy btn,view
559519,treatment,new page,order btn,view
620822,treatment,new page,order btn,view
458920,treatment,new page,order btn,view
579534,treatment,new page,order btn,view
43132,control,old page,buy btn,view
669444,treatment,new page,order btn,view
618830,treatment,new page,order btn,click
600387,treatment,new page,order btn,click
46099,control,old page,buy btn,view
30956,control,old page,buy btn,view
39901,control,old page,buy btn,view
32692,control,old page,buy btn,view
23413,control,old page,buy btn,view
529444,treatment,new page,order btn,view
18503,control,old page,buy btn,view
15548,control,old page,buy btn,click
19596,control,old page,buy btn,view
643980,treatment,new page,order btn,view
33278,control,old page,buy btn,click
45926,control,old page,buy btn,click
18044,control,old page,buy btn,view
490148,treatment,new page,order btn,view
14847,control,old page,buy btn,view
653202,treatment,new page,order btn,view
25816,control,old page,buy btn,view
494130,treatment,new page,order btn,click
519384,treatment,new page,order btn,view
15859,control,old page,buy btn,click
561196,treatment,new page,order btn,click
513202,treatment,new page,order btn,view
34198,control,old page,buy btn,view
45719,control,old page,buy btn,view
507019,treatment,new page,order btn,click
531645,treatment,new page,order btn,view
45593,control,old page,buy btn,view
15491,control,old page,buy btn,view
13433,control,old page,buy btn,view
458501,treatment,new page,order btn,view
15318,control,old page,buy btn,click
593681,treatment,new page,order btn,view
33048,control,old page,buy btn,click
36705,control,old page,buy btn,click
14031,control,old page,buy btn,view
37855,control,old page,buy btn,view
468142,treatment,new page,order btn,click
545372,treatment,new page,order btn,view
575762,treatment,new page,order btn,view
19101,control,old page,buy btn,view
580058,treatment,new page,order btn,click
572199,treatment,new page,order btn,click
14272,control,old page,buy btn,view
45616,control,old page,buy btn,view
583726,treatment,new page,order btn,click
35382,control,old page,buy btn,view
40235,control,old page,buy btn,click
31059,control,old page,buy btn,view
659280,treatment,new page,order btn,click
29105,control,old page,buy btn,click
676884,treatment,new page,order btn,click
38039,control,old page,buy btn,view
562558,treatment,new page,order btn,view
44316,control,old page,buy btn,click
23862,control,old page,buy btn,click
25828,control,old page,buy btn,click
38268,control,old page,buy btn,view
43236,control,old page,buy btn,click
580791,treatment,new page,order btn,click
542124,treatment,new page,order btn,view
28863,control,old page,buy btn,view
20332,control,old page,buy btn,view
511944,treatment,new page,order btn,click
31887,control,old page,buy btn,view
584354,treatment,new page,order btn,view
594624,treatment,new page,order btn,view
34762,control,old page,buy btn,view
25701,control,old page,buy btn,view
650058,treatment,new page,order btn,view
20585,control,old page,buy btn,view
16491,control,old page,buy btn,view
43006,control,old page,buy btn,view
626795,treatment,new page,order btn,view
554070,treatment,new page,order btn,click
29530,control,old page,buy btn,click
40465,control,old page,buy btn,click
603636,treatment,new page,order btn,view
12536,control,old page,buy btn,view
567588,treatment,new page,order btn,view
34210,control,old page,buy btn,view
33922,control,old page,buy btn,view
472019,treatment,new page,order btn,view
35681,control,old page,buy btn,view
600911,treatment,new page,order btn,view
604789,treatment,new page,order btn,view
22666,control,old page,buy btn,view
542438,treatment,new page,order btn,view
29725,control,old page,buy btn,click
44167,control,old page,buy btn,view
501989,treatment,new page,order btn,view
466570,treatment,new page,order btn,view
635387,treatment,new page,order btn,view
648591,treatment,new page,order btn,click
41706,control,old page,buy btn,view
42212,control,old page,buy btn,view
475267,treatment,new page,order btn,view
580163,treatment,new page,order btn,view
641256,treatment,new page,order btn,click
14468,control,old page,buy btn,view
620298,treatment,new page,order btn,view
16330,control,old page,buy btn,view
42419,control,old page,buy btn,view
29231,control,old page,buy btn,view
617154,treatment,new page,order btn,click
32485,control,old page,buy btn,view
634235,treatment,new page,order btn,view
676989,treatment,new page,order btn,view
46329,control,old page,buy btn,view
542333,treatment,new page,order btn,click
43201,control,old page,buy btn,click
593995,treatment,new page,order btn,view
575133,treatment,new page,order btn,view
30576,control,old page,buy btn,view
41534,control,old page,buy btn,view
28242,control,old page,buy btn,view
536779,treatment,new page,order btn,view
457243,treatment,new page,order btn,view
654669,treatment,new page,order btn,view
40396,control,old page,buy btn,view
30588,control,old page,buy btn,view
39671,control,old page,buy btn,view
13076,control,old page,buy btn,view
42546,control,old page,buy btn,view
24735,control,old page,buy btn,view
43776,control,old page,buy btn,view
19343,control,old page,buy btn,click
528396,treatment,new page,order btn,view
633920,treatment,new page,order btn,view
539399,treatment,new page,order btn,view
452737,treatment,new page,order btn,click
42258,control,old page,buy btn,view
459758,treatment,new page,order btn,click
41453,control,old page,buy btn,view
13030,control,old page,buy btn,click
661375,treatment,new page,order btn,click
13456,control,old page,buy btn,view
553860,treatment,new page,order btn,view
36360,control,old page,buy btn,click
24724,control,old page,buy btn,click
30657,control,old page,buy btn,view
15790,control,old page,buy btn,view
36555,control,old page,buy btn,view
21332,control,old page,buy btn,view
36015,control,old page,buy btn,view
28438,control,old page,buy btn,view
26288,control,old page,buy btn,view
620717,treatment,new page,order btn,view
518022,treatment,new page,order btn,view
27679,control,old page,buy btn,view
616420,treatment,new page,order btn,view
43903,control,old page,buy btn,view
23126,control,old page,buy btn,view
17503,control,old page,buy btn,view
533217,treatment,new page,order btn,view
677094,treatment,new page,order btn,view
39947,control,old page,buy btn,view
16353,control,old page,buy btn,view
599130,treatment,new page,order btn,view
17860,control,old page,buy btn,click
43351,control,old page,buy btn,click
21527,control,old page,buy btn,click
466255,treatment,new page,order btn,view
18446,control,old page,buy btn,click
15445,control,old page,buy btn,view
634759,treatment,new page,order btn,click
487947,treatment,new page,order btn,view
568321,treatment,new page,order btn,view
26541,control,old page,buy btn,view
12456,control,old page,buy btn,click
39257,control,old page,buy btn,view
544220,treatment,new page,order btn,view
21504,control,old page,buy btn,view
649429,treatment,new page,order btn,view
