id,group,page,payment_opt,transacions,revenue
22407,treatment,new page,Postpaid Methods,5,1103.1
18239,treatment,new page,PayPal,5,2115.1
21695,treatment,new page,Apple Pay,5,1742.2
17805,treatment,new page,Postpaid Methods,5,1369.4
18569,treatment,new page,Apple Pay,5,3127.1
12258,control,old page,PayPal,1,1351
16446,control,old page,PayPal,3,591.8
14912,control,old page,Cash On Delivery (COD),2,469.4
14581,control,old page,Credit Cards,2,273.5
21630,treatment,new page,Apple Pay,5,2115.1
20006,treatment,new page,Postpaid Methods,6,3020.6
23864,treatment,new page,Apple Pay,4,3286.9
13915,control,old page,Cash On Delivery (COD),1,298
18543,treatment,new page,PayPal,5,2274.9
19002,treatment,new page,Postpaid Methods,6,2967.3
15954,control,old page,Cash On Delivery (COD),2,1253.1
20957,treatment,new page,Apple Pay,5,2381.4
16485,control,old page,Credit Cards,4,1253.1
19151,treatment,new page,Cash On Delivery (COD),6,2860.8
11889,control,old page,PayPal,4,934.7
22219,treatment,new page,PayPal,4,2914.1
23190,treatment,new page,Apple Pay,5,2221.6
12685,control,old page,Credit Cards,1,959.2
21527,treatment,new page,Apple Pay,6,2860.8
23935,treatment,new page,Postpaid Methods,6,1902
13734,control,old page,Credit Cards,1,567.3
13934,control,old page,Cash On Delivery (COD),3,567.3
22673,treatment,new page,Apple Pay,4,3233.7
21307,treatment,new page,Apple Pay,6,1422.7
23313,treatment,new page,Credit Cards,4,3127.1
21087,treatment,new page,Postpaid Methods,5,2754.3
11326,control,old page,Credit Cards,1,518.4
13863,control,old page,Cash On Delivery (COD),2,1081.6
14724,control,old page,Credit Cards,1,322.4
22362,treatment,new page,PayPal,5,1902
18478,treatment,new page,Cash On Delivery (COD),7,2221.6
11222,control,old page,Credit Cards,3,812.2
22886,treatment,new page,Apple Pay,6,2541.2
20116,treatment,new page,Apple Pay,6,2008.6
13332,control,old page,Cash On Delivery (COD),1,910.2
15850,control,old page,Cash On Delivery (COD),2,469.4
11067,control,old page,PayPal,4,1351
14730,control,old page,Cash On Delivery (COD),1,420.4
17559,treatment,new page,Apple Pay,5,1582.4
23352,treatment,new page,Apple Pay,6,2860.8
17164,control,old page,PayPal,2,934.7
15222,control,old page,PayPal,3,738.8
20763,treatment,new page,Apple Pay,6,2008.6
17093,control,old page,PayPal,1,371.4
18303,treatment,new page,Postpaid Methods,4,2914.1
23889,treatment,new page,Apple Pay,5,2914.1
11954,control,old page,PayPal,1,273.5
16653,control,old page,Cash On Delivery (COD),2,738.8
21326,treatment,new page,Credit Cards,6,2914.1
18731,treatment,new page,Postpaid Methods,6,1475.9
23061,treatment,new page,Postpaid Methods,5,2647.8
17604,treatment,new page,Apple Pay,6,1902
17527,treatment,new page,Apple Pay,6,3020.6
18375,treatment,new page,Postpaid Methods,4,1635.7
16271,control,old page,Credit Cards,2,346.9
21961,treatment,new page,Postpaid Methods,4,943.3
15261,control,old page,PayPal,3,420.4
20342,treatment,new page,Apple Pay,4,1156.3
14213,control,old page,Credit Cards,3,1326.5
22569,treatment,new page,Apple Pay,6,1422.7
16944,control,old page,Credit Cards,3,812.2
21119,treatment,new page,Postpaid Methods,4,3073.9
17889,treatment,new page,Postpaid Methods,7,1529.2
12769,control,old page,Credit Cards,2,469.4
12562,control,old page,PayPal,2,1277.6
15779,control,old page,Cash On Delivery (COD),1,1008.2
23080,treatment,new page,Credit Cards,4,1049.8
20776,treatment,new page,Apple Pay,5,2328.2
19223,treatment,new page,Postpaid Methods,6,1689
14135,control,old page,PayPal,1,1277.6
20802,treatment,new page,Credit Cards,5,2647.8
15805,control,old page,Credit Cards,3,910.2
12730,control,old page,Cash On Delivery (COD),1,1228.6
11766,control,old page,PayPal,2,1375.5
16167,control,old page,PayPal,1,1106.1
12653,control,old page,Cash On Delivery (COD),1,1400
12750,control,old page,Credit Cards,2,1302
15857,control,old page,PayPal,1,934.7
20977,treatment,new page,Apple Pay,5,1209.6
21067,treatment,new page,Postpaid Methods,4,2328.2
19054,treatment,new page,PayPal,6,2754.3
17591,treatment,new page,Apple Pay,4,3127.1
13624,control,old page,Cash On Delivery (COD),3,493.9
13028,control,old page,Cash On Delivery (COD),2,200
11572,control,old page,Credit Cards,1,1351
13747,control,old page,PayPal,1,910.2
21682,treatment,new page,Postpaid Methods,4,2914.1
15268,control,old page,Credit Cards,3,567.3
14187,control,old page,Credit Cards,2,1179.6
19242,treatment,new page,Apple Pay,4,2967.3
18964,treatment,new page,Apple Pay,6,1156.3
20731,treatment,new page,Apple Pay,4,2488
13203,control,old page,Cash On Delivery (COD),2,812.2
22634,treatment,new page,Postpaid Methods,5,2328.2
20757,treatment,new page,Apple Pay,4,1635.7
15527,control,old page,PayPal,3,469.4
16737,control,old page,PayPal,2,689.8
20899,treatment,new page,Apple Pay,5,1103.1
16646,control,old page,Cash On Delivery (COD),3,640.8
18051,treatment,new page,PayPal,4,1369.4
13293,control,old page,Cash On Delivery (COD),3,616.3
13980,control,old page,PayPal,1,591.8
14329,control,old page,PayPal,2,371.4
19818,treatment,new page,Apple Pay,4,1795.5
17980,treatment,new page,Apple Pay,5,1316.1
18032,treatment,new page,Apple Pay,5,2168.4
17067,control,old page,Cash On Delivery (COD),3,1032.7
13352,control,old page,Cash On Delivery (COD),2,640.8
12853,control,old page,Credit Cards,1,763.3
17171,control,old page,PayPal,3,1302
18523,treatment,new page,Apple Pay,6,2860.8
16834,control,old page,PayPal,3,665.3
23339,treatment,new page,Postpaid Methods,6,2488
16497,control,old page,Cash On Delivery (COD),2,200
18698,treatment,new page,Apple Pay,4,2860.8
21210,treatment,new page,Postpaid Methods,5,1795.5
21171,treatment,new page,Apple Pay,6,1635.7
17475,treatment,new page,Apple Pay,5,2274.9
13209,control,old page,PayPal,3,1375.5
13248,control,old page,Credit Cards,3,1228.6
18692,treatment,new page,Postpaid Methods,6,890
11416,control,old page,PayPal,1,812.2
22226,treatment,new page,Postpaid Methods,4,1902
23326,treatment,new page,Apple Pay,5,3073.9
17578,treatment,new page,Apple Pay,4,1795.5
20569,treatment,new page,Apple Pay,4,1902
15313,control,old page,Cash On Delivery (COD),3,787.8
21482,treatment,new page,Apple Pay,5,2168.4
18938,treatment,new page,Cash On Delivery (COD),5,2115.1
16556,control,old page,PayPal,3,616.3
16569,control,old page,Cash On Delivery (COD),3,910.2
14853,control,old page,Cash On Delivery (COD),3,371.4
12439,control,old page,Cash On Delivery (COD),1,1155.1
19947,treatment,new page,PayPal,5,1635.7
12763,control,old page,PayPal,1,1302
17553,treatment,new page,Apple Pay,5,2541.2
23029,treatment,new page,Apple Pay,6,943.3
19112,treatment,new page,Apple Pay,4,2647.8
11714,control,old page,Cash On Delivery (COD),1,1155.1
23210,treatment,new page,Cash On Delivery (COD),6,1848.8
13869,control,old page,PayPal,3,934.7
11242,control,old page,Credit Cards,3,910.2
22213,treatment,new page,Apple Pay,5,3020.6
23779,treatment,new page,Postpaid Methods,4,1689
19546,treatment,new page,Postpaid Methods,6,2008.6
16912,control,old page,Credit Cards,3,1400
14918,control,old page,Credit Cards,2,812.2
11746,control,old page,Cash On Delivery (COD),1,322.4
11701,control,old page,Credit Cards,3,200
19261,treatment,new page,Apple Pay,6,2434.7
14025,control,old page,Credit Cards,3,1008.2
20303,treatment,new page,Postpaid Methods,5,2807.6
17384,treatment,new page,Apple Pay,6,3073.9
18776,treatment,new page,Cash On Delivery (COD),6,2434.7
22906,treatment,new page,Postpaid Methods,6,2860.8
20206,treatment,new page,Apple Pay,4,2594.5
16996,control,old page,Cash On Delivery (COD),1,1204.1
16381,control,old page,Credit Cards,3,1179.6
13811,control,old page,Cash On Delivery (COD),3,1326.5
21805,treatment,new page,Apple Pay,5,996.5
22899,treatment,new page,Cash On Delivery (COD),5,3500
14057,control,old page,PayPal,3,493.9
16362,control,old page,Credit Cards,2,934.7
22925,treatment,new page,Credit Cards,4,1848.8
21365,treatment,new page,Credit Cards,6,1742.2
16718,control,old page,PayPal,2,689.8
21980,treatment,new page,Apple Pay,6,1582.4
17358,treatment,new page,Postpaid Methods,6,2860.8
16064,control,old page,Credit Cards,3,885.7
23967,treatment,new page,Postpaid Methods,6,2488
22336,treatment,new page,Apple Pay,4,2914.1
13086,control,old page,Credit Cards,1,420.4
13656,control,old page,PayPal,1,200
12310,control,old page,Cash On Delivery (COD),2,959.2
12381,control,old page,Cash On Delivery (COD),2,1179.6
19999,treatment,new page,Apple Pay,6,1582.4
11740,control,old page,Credit Cards,2,1008.2
19954,treatment,new page,Apple Pay,6,2168.4
14355,control,old page,Cash On Delivery (COD),2,1326.5
20744,treatment,new page,Apple Pay,7,2008.6
15682,control,old page,Credit Cards,3,395.9
21863,treatment,new page,Apple Pay,5,1582.4
21501,treatment,new page,Apple Pay,6,1262.9
18459,treatment,new page,Credit Cards,5,3393.5
21009,treatment,new page,Apple Pay,4,1369.4
14316,control,old page,Cash On Delivery (COD),3,200
21844,treatment,new page,Apple Pay,4,2168.4
22834,treatment,new page,Apple Pay,6,2488
20414,treatment,new page,Apple Pay,6,1955.3
19857,treatment,new page,Cash On Delivery (COD),6,890
11034,control,old page,PayPal,1,469.4
15617,control,old page,Cash On Delivery (COD),1,493.9
15669,control,old page,PayPal,1,1057.1
17921,treatment,new page,Apple Pay,4,3127.1
22666,treatment,new page,Apple Pay,4,1049.8
14426,control,old page,PayPal,3,983.7
11235,control,old page,Cash On Delivery (COD),2,444.9
19714,treatment,new page,Apple Pay,4,3393.5
18329,treatment,new page,Apple Pay,4,3340.2
20608,treatment,new page,Postpaid Methods,7,2328.2
11106,control,old page,PayPal,4,420.4
12465,control,old page,Credit Cards,1,469.4
11015,control,old page,PayPal,2,298
18504,treatment,new page,Postpaid Methods,6,1369.4
17973,treatment,new page,Apple Pay,5,1582.4
19604,treatment,new page,Apple Pay,6,2381.4
13779,control,old page,PayPal,3,836.7
14232,control,old page,PayPal,2,665.3
17235,control,old page,Credit Cards,1,273.5
15947,control,old page,Cash On Delivery (COD),1,812.2
21158,treatment,new page,Postpaid Methods,5,2061.8
20336,treatment,new page,Credit Cards,6,1209.6
18769,treatment,new page,Postpaid Methods,6,2647.8
22174,treatment,new page,Apple Pay,6,1103.1
13022,control,old page,Cash On Delivery (COD),3,885.7
14122,control,old page,Cash On Delivery (COD),1,1057.1
14103,control,old page,Cash On Delivery (COD),2,1375.5
13196,control,old page,Cash On Delivery (COD),2,812.2
20543,treatment,new page,Apple Pay,4,1049.8
14433,control,old page,Cash On Delivery (COD),3,934.7
14374,control,old page,PayPal,2,567.3
11183,control,old page,PayPal,4,1106.1
17637,treatment,new page,Postpaid Methods,4,2061.8
13216,control,old page,Credit Cards,3,714.3
22096,treatment,new page,Apple Pay,6,1848.8
11552,control,old page,Credit Cards,2,959.2
20200,treatment,new page,PayPal,5,2967.3
14536,control,old page,Cash On Delivery (COD),3,567.3
12983,control,old page,Credit Cards,2,1106.1
18012,treatment,new page,Postpaid Methods,6,2008.6
18925,treatment,new page,Postpaid Methods,5,1689
20329,treatment,new page,Credit Cards,5,3233.7
18142,treatment,new page,Apple Pay,7,2115.1
22951,treatment,new page,Postpaid Methods,4,996.5
12497,control,old page,Cash On Delivery (COD),3,1326.5
17870,treatment,new page,PayPal,5,996.5
13850,control,old page,PayPal,1,885.7
20485,treatment,new page,Postpaid Methods,6,1209.6
20316,treatment,new page,Apple Pay,4,1156.3
21948,treatment,new page,Postpaid Methods,4,2647.8
21605,treatment,new page,Apple Pay,5,1529.2
20530,treatment,new page,Postpaid Methods,7,1475.9
16970,control,old page,PayPal,1,1081.6
11300,control,old page,PayPal,1,1326.5
16465,control,old page,Cash On Delivery (COD),3,567.3
18944,treatment,new page,PayPal,5,890
20349,treatment,new page,Postpaid Methods,6,2008.6
22064,treatment,new page,Apple Pay,6,1689
16802,control,old page,Cash On Delivery (COD),1,224.5
15099,control,old page,PayPal,2,493.9
12963,control,old page,Credit Cards,1,1326.5
16879,control,old page,PayPal,2,836.7
12892,control,old page,Credit Cards,2,885.7
21592,treatment,new page,Postpaid Methods,4,1795.5
21883,treatment,new page,Postpaid Methods,6,1103.1
18549,treatment,new page,Apple Pay,6,1902
21999,treatment,new page,Postpaid Methods,4,1156.3
12491,control,old page,Credit Cards,1,1008.2
21313,treatment,new page,Postpaid Methods,6,1635.7
22931,treatment,new page,Apple Pay,5,2061.8
22595,treatment,new page,PayPal,6,3500
15559,control,old page,Credit Cards,3,493.9
12458,control,old page,Cash On Delivery (COD),1,714.3
11345,control,old page,Credit Cards,3,738.8
15611,control,old page,Credit Cards,1,1032.7
22511,treatment,new page,Postpaid Methods,4,1475.9
15468,control,old page,Credit Cards,3,1277.6
21915,treatment,new page,Credit Cards,4,2434.7
22653,treatment,new page,Apple Pay,5,2807.6
19960,treatment,new page,PayPal,6,1795.5
12666,control,old page,PayPal,3,1057.1
13844,control,old page,Credit Cards,2,1228.6
19022,treatment,new page,Postpaid Methods,5,1529.2
12931,control,old page,Cash On Delivery (COD),2,616.3
19520,treatment,new page,PayPal,6,1582.4
13818,control,old page,Credit Cards,3,1253.1
14497,control,old page,Cash On Delivery (COD),2,200
17261,control,old page,Credit Cards,1,836.7
14614,control,old page,Credit Cards,3,983.7
19365,treatment,new page,Credit Cards,5,890
11798,control,old page,Cash On Delivery (COD),2,346.9
22750,treatment,new page,Apple Pay,6,1795.5
23436,treatment,new page,Apple Pay,4,1475.9
23501,treatment,new page,Postpaid Methods,4,1316.1
17455,treatment,new page,Postpaid Methods,4,2221.6
14174,control,old page,Cash On Delivery (COD),3,371.4
19986,treatment,new page,Apple Pay,5,3127.1
11928,control,old page,Cash On Delivery (COD),1,836.7
16290,control,old page,Credit Cards,1,665.3
19611,treatment,new page,Postpaid Methods,5,2807.6
18310,treatment,new page,PayPal,6,2061.8
16847,control,old page,Cash On Delivery (COD),2,812.2
17928,treatment,new page,Credit Cards,5,1049.8
11656,control,old page,Cash On Delivery (COD),1,469.4
13598,control,old page,Credit Cards,1,763.3
17507,treatment,new page,Apple Pay,4,3020.6
19572,treatment,new page,Apple Pay,5,3393.5
17002,control,old page,Cash On Delivery (COD),3,1228.6
19889,treatment,new page,Postpaid Methods,6,2754.3
19837,treatment,new page,Postpaid Methods,5,3340.2
15656,control,old page,PayPal,1,249
18038,treatment,new page,Credit Cards,5,2061.8
19041,treatment,new page,Postpaid Methods,6,2168.4
22770,treatment,new page,Apple Pay,4,2807.6
17035,control,old page,Credit Cards,3,567.3
20672,treatment,new page,Postpaid Methods,5,1529.2
15740,control,old page,PayPal,3,1228.6
17274,control,old page,PayPal,1,200
15436,control,old page,Credit Cards,3,812.2
21546,treatment,new page,Cash On Delivery (COD),5,2647.8
11138,control,old page,Credit Cards,2,1130.6
15876,control,old page,Credit Cards,4,812.2
18407,treatment,new page,Postpaid Methods,5,2541.2
18122,treatment,new page,Apple Pay,5,1955.3
12866,control,old page,Cash On Delivery (COD),2,763.3
19824,treatment,new page,Apple Pay,6,1156.3
11254,control,old page,Credit Cards,1,1179.6
22135,treatment,new page,Postpaid Methods,6,1316.1
15002,control,old page,PayPal,1,444.9
11818,control,old page,Cash On Delivery (COD),1,861.2
17695,treatment,new page,Apple Pay,4,2328.2
20310,treatment,new page,Apple Pay,4,2647.8
19190,treatment,new page,Cash On Delivery (COD),4,1795.5
13151,control,old page,Cash On Delivery (COD),1,1277.6
13928,control,old page,Cash On Delivery (COD),1,640.8
21300,treatment,new page,Postpaid Methods,6,1156.3
15928,control,old page,PayPal,2,1228.6
13954,control,old page,PayPal,2,812.2
17080,control,old page,Credit Cards,3,1081.6
22744,treatment,new page,Cash On Delivery (COD),6,2168.4
14271,control,old page,Credit Cards,3,665.3
18485,treatment,new page,Postpaid Methods,5,3127.1
15598,control,old page,Credit Cards,2,1277.6
19468,treatment,new page,Postpaid Methods,6,2381.4
20129,treatment,new page,Apple Pay,6,3233.7
15326,control,old page,Credit Cards,2,200
17106,control,old page,PayPal,3,346.9
16517,control,old page,PayPal,1,1106.1
18705,treatment,new page,Postpaid Methods,6,3073.9
14672,control,old page,Credit Cards,1,983.7
23469,treatment,new page,Credit Cards,4,2168.4
14012,control,old page,Cash On Delivery (COD),1,640.8
13157,control,old page,Credit Cards,3,787.8
21404,treatment,new page,Postpaid Methods,5,3233.7
13507,control,old page,PayPal,2,1326.5
14692,control,old page,Cash On Delivery (COD),2,1400
16672,control,old page,Cash On Delivery (COD),2,346.9
16886,control,old page,Cash On Delivery (COD),3,959.2
19300,treatment,new page,Apple Pay,6,1848.8
21436,treatment,new page,Postpaid Methods,6,1475.9
20983,treatment,new page,Credit Cards,5,890
18892,treatment,new page,PayPal,5,2594.5
22329,treatment,new page,Apple Pay,4,3500
16692,control,old page,PayPal,2,640.8
18284,treatment,new page,Credit Cards,4,3073.9
11934,control,old page,Cash On Delivery (COD),4,1155.1
14789,control,old page,PayPal,3,469.4
22867,treatment,new page,Apple Pay,5,996.5
22802,treatment,new page,Apple Pay,6,2381.4
14769,control,old page,Credit Cards,1,591.8
18193,treatment,new page,Postpaid Methods,6,2115.1
17119,control,old page,Cash On Delivery (COD),2,542.9
22724,treatment,new page,Postpaid Methods,5,2541.2
21410,treatment,new page,Postpaid Methods,5,3180.4
20388,treatment,new page,Postpaid Methods,4,2754.3
21255,treatment,new page,Apple Pay,4,2381.4
12614,control,old page,Cash On Delivery (COD),3,1228.6
19320,treatment,new page,Postpaid Methods,5,3393.5
17313,control,old page,Credit Cards,1,371.4
11831,control,old page,PayPal,1,861.2
21747,treatment,new page,Apple Pay,4,3180.4
19371,treatment,new page,Apple Pay,6,3446.7
14109,control,old page,Credit Cards,3,224.5
20452,treatment,new page,Postpaid Methods,5,2061.8
18750,treatment,new page,Apple Pay,5,1422.7
12620,control,old page,Cash On Delivery (COD),3,1326.5
16226,control,old page,PayPal,1,689.8
19553,treatment,new page,Postpaid Methods,4,1369.4
22498,treatment,new page,Apple Pay,5,1209.6
13177,control,old page,Cash On Delivery (COD),1,885.7
16698,control,old page,PayPal,1,249
17410,treatment,new page,Apple Pay,6,1742.2
19164,treatment,new page,Apple Pay,6,1529.2
21857,treatment,new page,Apple Pay,6,1156.3
11365,control,old page,PayPal,1,665.3
15591,control,old page,Cash On Delivery (COD),2,1375.5
14154,control,old page,Cash On Delivery (COD),2,1106.1
21779,treatment,new page,Postpaid Methods,6,2967.3
15054,control,old page,Credit Cards,1,1179.6
15209,control,old page,Cash On Delivery (COD),1,812.2
14963,control,old page,Credit Cards,2,665.3
19540,treatment,new page,Credit Cards,4,2807.6
21753,treatment,new page,Credit Cards,4,2914.1
16782,control,old page,Cash On Delivery (COD),1,1204.1
11682,control,old page,PayPal,1,322.4
15339,control,old page,PayPal,3,1228.6
11733,control,old page,PayPal,2,787.8
23113,treatment,new page,Postpaid Methods,5,2701
12944,control,old page,Cash On Delivery (COD),1,1155.1
15306,control,old page,Cash On Delivery (COD),2,1130.6
21151,treatment,new page,Credit Cards,4,3340.2
16297,control,old page,Credit Cards,2,959.2
16873,control,old page,Cash On Delivery (COD),2,640.8
11915,control,old page,Cash On Delivery (COD),1,934.7
14387,control,old page,PayPal,2,444.9
14743,control,old page,Credit Cards,1,787.8
17138,control,old page,Cash On Delivery (COD),3,591.8
23074,treatment,new page,Postpaid Methods,6,3286.9
14471,control,old page,PayPal,2,200
22342,treatment,new page,Credit Cards,5,2061.8
11190,control,old page,Credit Cards,1,861.2
22815,treatment,new page,PayPal,6,2594.5
14976,control,old page,Credit Cards,1,395.9
23643,treatment,new page,Postpaid Methods,5,2168.4
21035,treatment,new page,Apple Pay,4,1955.3
11727,control,old page,Credit Cards,2,420.4
22944,treatment,new page,Apple Pay,6,2008.6
22109,treatment,new page,Apple Pay,5,3340.2
20666,treatment,new page,Credit Cards,5,943.3
14931,control,old page,Cash On Delivery (COD),2,1400
23184,treatment,new page,Credit Cards,5,3446.7
19805,treatment,new page,Postpaid Methods,6,1902
20659,treatment,new page,Apple Pay,4,2488
11377,control,old page,Credit Cards,1,983.7
13546,control,old page,PayPal,3,1326.5
15662,control,old page,PayPal,2,444.9
18368,treatment,new page,PayPal,5,1262.9
19125,treatment,new page,PayPal,6,1635.7
16413,control,old page,Credit Cards,2,763.3
12225,control,old page,Credit Cards,1,567.3
14815,control,old page,PayPal,2,665.3
15022,control,old page,Credit Cards,1,371.4
15701,control,old page,Credit Cards,2,1253.1
22608,treatment,new page,Postpaid Methods,6,2168.4
14342,control,old page,Cash On Delivery (COD),3,1032.7
23255,treatment,new page,Apple Pay,6,2328.2
13565,control,old page,PayPal,3,567.3
15080,control,old page,Credit Cards,2,1326.5
15747,control,old page,PayPal,4,542.9
12704,control,old page,Cash On Delivery (COD),2,542.9
16031,control,old page,Cash On Delivery (COD),1,395.9
15281,control,old page,PayPal,3,616.3
12167,control,old page,Credit Cards,2,444.9
15967,control,old page,Cash On Delivery (COD),1,395.9
22265,treatment,new page,PayPal,5,1156.3
14264,control,old page,PayPal,3,469.4
16245,control,old page,Cash On Delivery (COD),2,420.4
19617,treatment,new page,Cash On Delivery (COD),5,2967.3
20536,treatment,new page,Postpaid Methods,4,2701
17417,treatment,new page,Postpaid Methods,5,3127.1
11966,control,old page,PayPal,1,1008.2
11170,control,old page,PayPal,2,224.5
18426,treatment,new page,Postpaid Methods,5,1689
16730,control,old page,PayPal,4,567.3
20271,treatment,new page,Apple Pay,7,1635.7
21702,treatment,new page,PayPal,6,1369.4
21579,treatment,new page,Apple Pay,6,3180.4
20970,treatment,new page,Postpaid Methods,6,2541.2
11578,control,old page,Credit Cards,3,493.9
23598,treatment,new page,Postpaid Methods,4,3393.5
16459,control,old page,Cash On Delivery (COD),3,1228.6
20724,treatment,new page,Postpaid Methods,4,2860.8
14407,control,old page,Credit Cards,3,420.4
21792,treatment,new page,Apple Pay,4,2647.8
15934,control,old page,Credit Cards,2,665.3
14944,control,old page,Credit Cards,1,518.4
23391,treatment,new page,Postpaid Methods,5,890
15151,control,old page,PayPal,2,224.5
22588,treatment,new page,Cash On Delivery (COD),6,3446.7
13054,control,old page,Credit Cards,3,934.7
13436,control,old page,Credit Cards,3,640.8
16763,control,old page,Credit Cards,3,493.9
13636,control,old page,Cash On Delivery (COD),3,371.4
18808,treatment,new page,Credit Cards,4,2061.8
20439,treatment,new page,Postpaid Methods,6,1529.2
20951,treatment,new page,Apple Pay,4,3233.7
16349,control,old page,Credit Cards,1,787.8
12646,control,old page,Cash On Delivery (COD),2,542.9
13429,control,old page,Cash On Delivery (COD),1,861.2
22854,treatment,new page,Postpaid Methods,4,1742.2
23132,treatment,new page,Credit Cards,4,1955.3
17779,treatment,new page,Postpaid Methods,5,2647.8
23378,treatment,new page,Postpaid Methods,5,1262.9
23987,treatment,new page,Credit Cards,5,1475.9
19766,treatment,new page,Apple Pay,6,2274.9
22647,treatment,new page,Postpaid Methods,4,2488
21494,treatment,new page,Apple Pay,5,2541.2
19061,treatment,new page,Cash On Delivery (COD),4,943.3
12433,control,old page,Cash On Delivery (COD),2,1253.1
16439,control,old page,Cash On Delivery (COD),1,1375.5
16951,control,old page,Cash On Delivery (COD),3,567.3
14297,control,old page,Credit Cards,2,836.7
17837,treatment,new page,Apple Pay,5,1582.4
17824,treatment,new page,Apple Pay,5,2807.6
15494,control,old page,PayPal,2,616.3
17760,treatment,new page,Apple Pay,5,1262.9
22323,treatment,new page,Apple Pay,4,1848.8
15384,control,old page,Cash On Delivery (COD),3,1081.6
21721,treatment,new page,Postpaid Methods,5,3340.2
17688,treatment,new page,Apple Pay,4,1902
19902,treatment,new page,Cash On Delivery (COD),5,3286.9
23287,treatment,new page,Apple Pay,6,2381.4
21378,treatment,new page,Apple Pay,4,1209.6
18433,treatment,new page,Postpaid Methods,5,1209.6
15708,control,old page,Credit Cards,1,371.4
21870,treatment,new page,Apple Pay,5,1955.3
14607,control,old page,Cash On Delivery (COD),2,1106.1
18096,treatment,new page,Postpaid Methods,6,1635.7
12368,control,old page,Cash On Delivery (COD),2,983.7
23851,treatment,new page,Apple Pay,5,2967.3
19326,treatment,new page,Postpaid Methods,5,3233.7
21553,treatment,new page,Apple Pay,5,1422.7
19831,treatment,new page,Postpaid Methods,6,3340.2
22317,treatment,new page,Postpaid Methods,5,1689
13662,control,old page,Cash On Delivery (COD),3,1032.7
19682,treatment,new page,Apple Pay,5,2967.3
19404,treatment,new page,PayPal,5,1582.4
21242,treatment,new page,Apple Pay,5,1316.1
22375,treatment,new page,Apple Pay,5,996.5
20032,treatment,new page,Apple Pay,4,2914.1
19281,treatment,new page,PayPal,4,2807.6
17740,treatment,new page,Apple Pay,6,2967.3
11267,control,old page,PayPal,1,493.9
20057,treatment,new page,Apple Pay,4,1422.7
19423,treatment,new page,Postpaid Methods,5,2168.4
13067,control,old page,Cash On Delivery (COD),1,200
13727,control,old page,Cash On Delivery (COD),2,640.8
19009,treatment,new page,Apple Pay,4,2434.7
23611,treatment,new page,PayPal,7,1795.5
16510,control,old page,Cash On Delivery (COD),2,224.5
18536,treatment,new page,Postpaid Methods,4,2701
19119,treatment,new page,Cash On Delivery (COD),5,1742.2
18103,treatment,new page,Apple Pay,6,3020.6
12135,control,old page,Cash On Delivery (COD),2,1277.6
17546,treatment,new page,Apple Pay,6,2541.2
18879,treatment,new page,Postpaid Methods,4,2594.5
19973,treatment,new page,Postpaid Methods,6,1475.9
18439,treatment,new page,Credit Cards,6,1635.7
23333,treatment,new page,Apple Pay,4,2115.1
12271,control,old page,Credit Cards,3,1326.5
16575,control,old page,Credit Cards,2,983.7
18064,treatment,new page,Apple Pay,4,1742.2
23197,treatment,new page,Postpaid Methods,5,2061.8
14802,control,old page,Cash On Delivery (COD),2,1008.2
13539,control,old page,PayPal,3,322.4
19456,treatment,new page,Apple Pay,5,1369.4
23242,treatment,new page,Credit Cards,5,2754.3
12089,control,old page,PayPal,2,322.4
18627,treatment,new page,Credit Cards,6,996.5
11442,control,old page,PayPal,2,1106.1
12445,control,old page,Credit Cards,3,469.4
14446,control,old page,Credit Cards,3,273.5
13986,control,old page,Credit Cards,1,469.4
19313,treatment,new page,Postpaid Methods,7,1209.6
15410,control,old page,Cash On Delivery (COD),1,959.2
11371,control,old page,PayPal,3,469.4
19786,treatment,new page,PayPal,6,1955.3
23844,treatment,new page,Postpaid Methods,5,2168.4
16866,control,old page,Credit Cards,1,640.8
23592,treatment,new page,Postpaid Methods,5,3446.7
12199,control,old page,PayPal,3,322.4
12970,control,old page,PayPal,2,1228.6
17520,treatment,new page,Apple Pay,5,1635.7
11287,control,old page,Cash On Delivery (COD),3,273.5
18258,treatment,new page,Postpaid Methods,5,1582.4
20401,treatment,new page,Credit Cards,4,2541.2
12801,control,old page,Credit Cards,3,298
22575,treatment,new page,Postpaid Methods,4,1049.8
19721,treatment,new page,Credit Cards,4,2594.5
13708,control,old page,Cash On Delivery (COD),3,1253.1
16989,control,old page,PayPal,3,1057.1
21740,treatment,new page,Apple Pay,5,3020.6
19753,treatment,new page,Postpaid Methods,5,2967.3
15714,control,old page,Credit Cards,1,1228.6
23831,treatment,new page,Apple Pay,4,2168.4
23540,treatment,new page,Postpaid Methods,6,2274.9
12303,control,old page,PayPal,2,444.9
12756,control,old page,PayPal,3,1277.6
15035,control,old page,Credit Cards,2,444.9
12342,control,old page,Cash On Delivery (COD),1,1057.1
23689,treatment,new page,Postpaid Methods,4,3233.7
11203,control,old page,PayPal,1,763.3
23637,treatment,new page,Credit Cards,5,1262.9
12678,control,old page,Cash On Delivery (COD),1,616.3
17766,treatment,new page,Apple Pay,4,2061.8
22517,treatment,new page,Postpaid Methods,5,1742.2
20038,treatment,new page,Apple Pay,5,1369.4
16892,control,old page,Cash On Delivery (COD),1,1106.1
23171,treatment,new page,Cash On Delivery (COD),5,943.3
23870,treatment,new page,Apple Pay,4,3340.2
