id,group,page,actions
15513,control,old page,view
17292,treatment,new page,click
13805,control,old page,click
14518,control,old page,click
13438,control,old page,view
14385,control,old page,view
17186,treatment,new page,view
14641,control,old page,view
17190,treatment,new page,view
14436,control,old page,view
13684,control,old page,view
13321,control,old page,click
18319,treatment,new page,view
13756,control,old page,view
13446,control,old page,click
15563,control,old page,view
15070,control,old page,view
14190,control,old page,click
13431,control,old page,click
18477,treatment,new page,view
13363,control,old page,click
17193,treatment,new page,view
17562,treatment,new page,click
17122,treatment,new page,view
18535,treatment,new page,view
14423,control,old page,view
16977,treatment,new page,view
13161,control,old page,view
17032,treatment,new page,click
15010,control,old page,view
15492,control,old page,click
13228,control,old page,view
13722,control,old page,view
14172,control,old page,view
14729,control,old page,view
15514,control,old page,view
14670,control,old page,click
18535,treatment,new page,view
17028,treatment,new page,view
15331,control,old page,click
17053,treatment,new page,view
17004,treatment,new page,view
14834,control,old page,view
15579,control,old page,view
15554,control,old page,view
17645,treatment,new page,click
17644,treatment,new page,view
13058,control,old page,view
13382,control,old page,click
14909,control,old page,view
15546,control,old page,view
15666,control,old page,view
15159,control,old page,click
13311,control,old page,view
17105,treatment,new page,click
18347,treatment,new page,view
14071,control,old page,click
17153,treatment,new page,view
13377,control,old page,view
17068,treatment,new page,view
13649,control,old page,view
18304,treatment,new page,view
13765,control,old page,view
15329,control,old page,view
17906,treatment,new page,view
18184,treatment,new page,click
14555,control,old page,view
18678,treatment,new page,view
14594,control,old page,view
17606,treatment,new page,view
14806,control,old page,view
17801,treatment,new page,click
18505,treatment,new page,click
16949,treatment,new page,view
18540,treatment,new page,view
18173,treatment,new page,view
17119,treatment,new page,view
16905,treatment,new page,view
12948,control,old page,click
18630,treatment,new page,view
17040,treatment,new page,click
17562,treatment,new page,view
14153,control,old page,click
14090,control,old page,view
15496,control,old page,view
18080,treatment,new page,view
17658,treatment,new page,view
18416,treatment,new page,view
15409,control,old page,view
15337,control,old page,click
15524,control,old page,view
13535,control,old page,view
17017,treatment,new page,view
15328,control,old page,view
14610,control,old page,view
17523,treatment,new page,view
17250,treatment,new page,click
14752,control,old page,view
17182,treatment,new page,view
18448,treatment,new page,view
17751,treatment,new page,view
17856,treatment,new page,view
15542,control,old page,view
13179,control,old page,view
17648,treatment,new page,view
15580,control,old page,click
17960,treatment,new page,view
14608,control,old page,view
12927,control,old page,click
17568,treatment,new page,view
18096,treatment,new page,view
12934,control,old page,view
13069,control,old page,view
17710,treatment,new page,click
15607,control,old page,view
14733,control,old page,click
13485,control,old page,view
14483,control,old page,click
14226,control,old page,view
14903,control,old page,view
14311,control,old page,view
13064,control,old page,view
17185,treatment,new page,view
17775,treatment,new page,view
18589,treatment,new page,view
13961,control,old page,view
17272,treatment,new page,view
15558,control,old page,view
13097,control,old page,view
14174,control,old page,view
14490,control,old page,view
18617,treatment,new page,view
14217,control,old page,view
18097,treatment,new page,view
14575,control,old page,click
17192,treatment,new page,click
14438,control,old page,click
18224,treatment,new page,view
15394,control,old page,view
17009,treatment,new page,click
18607,treatment,new page,click
14191,control,old page,view
14847,control,old page,view
18666,treatment,new page,view
17294,treatment,new page,view
15041,control,old page,view
12904,control,old page,view
15744,control,old page,click
15735,control,old page,view
13768,control,old page,view
17102,treatment,new page,click
18353,treatment,new page,view
14934,control,old page,view
18323,treatment,new page,view
14992,control,old page,view
15080,control,old page,view
14246,control,old page,view
18321,treatment,new page,view
17152,treatment,new page,view
14231,control,old page,view
13990,control,old page,view
15412,control,old page,view
14404,control,old page,view
14497,control,old page,view
17310,treatment,new page,view
13425,control,old page,click
16963,treatment,new page,view
13588,control,old page,view
15112,control,old page,view
18642,treatment,new page,view
18302,treatment,new page,view
18237,treatment,new page,view
17605,treatment,new page,view
14548,control,old page,view
13957,control,old page,view
18547,treatment,new page,click
12899,control,old page,view
17944,treatment,new page,click
18646,treatment,new page,click
17328,treatment,new page,view
17533,treatment,new page,view
15344,control,old page,click
14605,control,old page,view
14750,control,old page,click
14338,control,old page,click
14393,control,old page,click
17342,treatment,new page,click
17259,treatment,new page,view
18274,treatment,new page,view
18240,treatment,new page,view
18435,treatment,new page,view
18636,treatment,new page,view
14599,control,old page,click
13322,control,old page,click
14694,control,old page,view
15746,control,old page,view
14417,control,old page,view
18416,treatment,new page,view
18648,treatment,new page,view
13653,control,old page,click
14361,control,old page,click
18354,treatment,new page,view
15006,control,old page,view
13648,control,old page,view
18125,treatment,new page,view
13084,control,old page,click
16881,treatment,new page,click
17176,treatment,new page,view
14388,control,old page,click
15760,control,old page,view
18329,treatment,new page,view
18255,treatment,new page,click
15368,control,old page,click
12956,control,old page,view
14215,control,old page,click
13950,control,old page,view
16926,treatment,new page,view
17515,treatment,new page,click
14491,control,old page,view
15166,control,old page,view
15124,control,old page,click
13680,control,old page,view
18451,treatment,new page,view
17979,treatment,new page,view
15346,control,old page,view
13777,control,old page,click
15064,control,old page,view
13011,control,old page,click
18011,treatment,new page,view
17621,treatment,new page,click
14331,control,old page,click
18615,treatment,new page,view
18298,treatment,new page,click
18151,treatment,new page,view
17669,treatment,new page,view
13721,control,old page,view
14826,control,old page,click
17229,treatment,new page,view
18316,treatment,new page,view
13480,control,old page,view
17495,treatment,new page,view
14572,control,old page,click
15454,control,old page,view
13161,control,old page,click
15040,control,old page,click
14087,control,old page,view
13525,control,old page,view
17741,treatment,new page,click
17414,treatment,new page,click
17901,treatment,new page,view
14016,control,old page,view
15148,control,old page,click
13060,control,old page,view
14612,control,old page,view
14989,control,old page,view
14388,control,old page,view
15483,control,old page,view
12909,control,old page,view
14619,control,old page,view
13915,control,old page,view
14659,control,old page,click
13368,control,old page,click
13370,control,old page,view
14612,control,old page,click
18604,treatment,new page,view
13201,control,old page,view
14943,control,old page,click
13781,control,old page,click
17922,treatment,new page,click
14322,control,old page,view
13236,control,old page,view
15112,control,old page,view
17718,treatment,new page,view
17873,treatment,new page,view
18304,treatment,new page,view
18345,treatment,new page,view
17563,treatment,new page,view
12977,control,old page,view
17603,treatment,new page,view
17654,treatment,new page,view
18313,treatment,new page,view
17186,treatment,new page,view
17225,treatment,new page,view
17789,treatment,new page,view
17740,treatment,new page,view
14772,control,old page,view
13151,control,old page,click
14338,control,old page,view
15644,control,old page,view
18015,treatment,new page,view
13992,control,old page,view
18001,treatment,new page,view
15416,control,old page,view
17327,treatment,new page,view
15733,control,old page,click
18468,treatment,new page,click
13538,control,old page,click
15068,control,old page,view
14218,control,old page,view
18681,treatment,new page,click
17473,treatment,new page,view
17130,treatment,new page,view
17299,treatment,new page,view
17109,treatment,new page,view
13833,control,old page,click
17967,treatment,new page,view
13596,control,old page,view
17176,treatment,new page,click
16910,treatment,new page,view
18559,treatment,new page,view
18626,treatment,new page,view
14098,control,old page,click
17300,treatment,new page,view
17473,treatment,new page,view
14139,control,old page,view
17965,treatment,new page,view
15632,control,old page,view
13309,control,old page,view
14610,control,old page,view
17096,treatment,new page,view
14559,control,old page,view
14901,control,old page,view
14079,control,old page,click
14310,control,old page,view
17440,treatment,new page,view
15660,control,old page,view
17788,treatment,new page,view
17954,treatment,new page,click
15417,control,old page,view
17562,treatment,new page,click
18044,treatment,new page,view
17601,treatment,new page,view
18384,treatment,new page,view
14270,control,old page,view
18352,treatment,new page,view
15425,control,old page,view
13099,control,old page,view
15454,control,old page,view
14441,control,old page,view
17953,treatment,new page,view
18613,treatment,new page,view
18575,treatment,new page,click
13249,control,old page,click
15638,control,old page,view
17192,treatment,new page,view
17096,treatment,new page,view
17140,treatment,new page,view
18644,treatment,new page,view
14425,control,old page,view
14828,control,old page,view
18480,treatment,new page,view
14987,control,old page,view
14221,control,old page,view
13989,control,old page,view
14096,control,old page,view
17779,treatment,new page,view
17605,treatment,new page,view
15375,control,old page,click
13101,control,old page,view
13233,control,old page,view
15093,control,old page,view
17134,treatment,new page,click
16986,treatment,new page,click
17207,treatment,new page,view
17320,treatment,new page,view
13714,control,old page,view
15401,control,old page,view
12932,control,old page,view
12949,control,old page,view
15455,control,old page,view
17360,treatment,new page,view
15408,control,old page,view
17173,treatment,new page,view
17593,treatment,new page,view
14063,control,old page,click
18244,treatment,new page,view
14376,control,old page,view
18198,treatment,new page,click
16904,treatment,new page,view
17988,treatment,new page,view
13220,control,old page,view
15513,control,old page,view
15057,control,old page,click
18443,treatment,new page,click
16986,treatment,new page,view
14124,control,old page,click
15443,control,old page,view
15147,control,old page,view
15231,control,old page,view
12968,control,old page,view
16901,treatment,new page,click
18515,treatment,new page,view
18002,treatment,new page,view
18634,treatment,new page,view
14067,control,old page,view
14641,control,old page,click
18492,treatment,new page,click
14796,control,old page,view
13513,control,old page,click
15740,control,old page,view
15413,control,old page,view
13080,control,old page,click
17279,treatment,new page,view
15155,control,old page,view
13678,control,old page,view
13340,control,old page,view
17538,treatment,new page,view
16978,treatment,new page,view
17962,treatment,new page,view
16961,treatment,new page,view
15701,control,old page,view
15268,control,old page,view
13415,control,old page,view
15074,control,old page,view
13957,control,old page,view
14108,control,old page,view
18166,treatment,new page,view
15165,control,old page,view
18161,treatment,new page,click
15354,control,old page,view
15610,control,old page,view
13717,control,old page,view
17507,treatment,new page,click
17542,treatment,new page,view
17841,treatment,new page,click
18536,treatment,new page,view
15333,control,old page,view
14569,control,old page,click
17016,treatment,new page,click
15561,control,old page,view
17445,treatment,new page,view
15736,control,old page,view
14179,control,old page,view
18136,treatment,new page,click
13368,control,old page,view
14806,control,old page,click
13487,control,old page,click
18164,treatment,new page,click
13727,control,old page,view
17478,treatment,new page,click
18503,treatment,new page,view
17704,treatment,new page,view
13294,control,old page,click
15284,control,old page,click
15453,control,old page,view
17554,treatment,new page,view
14812,control,old page,view
14660,control,old page,view
14397,control,old page,view
17000,treatment,new page,view
17407,treatment,new page,view
14336,control,old page,view
17809,treatment,new page,view
13045,control,old page,click
13417,control,old page,view
14725,control,old page,view
18099,treatment,new page,view
17104,treatment,new page,click
15317,control,old page,view
17461,treatment,new page,view
18143,treatment,new page,view
18310,treatment,new page,view
15289,control,old page,click
18541,treatment,new page,view
17112,treatment,new page,view
13781,control,old page,view
13023,control,old page,view
13526,control,old page,click
15185,control,old page,click
15603,control,old page,view
13088,control,old page,view
18575,treatment,new page,view
13193,control,old page,view
15268,control,old page,view
13007,control,old page,click
17602,treatment,new page,view
17826,treatment,new page,view
17884,treatment,new page,view
18290,treatment,new page,view
15311,control,old page,view
17964,treatment,new page,view
17485,treatment,new page,view
15565,control,old page,view
17906,treatment,new page,view
18689,treatment,new page,click
15224,control,old page,view
15224,control,old page,view
17830,treatment,new page,click
13152,control,old page,view
18031,treatment,new page,view
17679,treatment,new page,view
17626,treatment,new page,view
17351,treatment,new page,view
13094,control,old page,click
14555,control,old page,view
14624,control,old page,click
18455,treatment,new page,view
14331,control,old page,view
13094,control,old page,view
16983,treatment,new page,click
18282,treatment,new page,view
18683,treatment,new page,click
15255,control,old page,view
17542,treatment,new page,click
14780,control,old page,view
16933,treatment,new page,click
17530,treatment,new page,view
16907,treatment,new page,view
14445,control,old page,click
17342,treatment,new page,view
18110,treatment,new page,view
13870,control,old page,view
17821,treatment,new page,click
13153,control,old page,click
15385,control,old page,view
13595,control,old page,view
15231,control,old page,view
15656,control,old page,view
15482,control,old page,view
17295,treatment,new page,view
13298,control,old page,click
18098,treatment,new page,click
17800,treatment,new page,view
15088,control,old page,view
13976,control,old page,view
14124,control,old page,view
15379,control,old page,view
17332,treatment,new page,view
18566,treatment,new page,click
13857,control,old page,click
13543,control,old page,view
17877,treatment,new page,view
17880,treatment,new page,click
18417,treatment,new page,click
16921,treatment,new page,view
17605,treatment,new page,view
16947,treatment,new page,view
18648,treatment,new page,view
15379,control,old page,click
14547,control,old page,view
15417,control,old page,click
15605,control,old page,view
18438,treatment,new page,view
13803,control,old page,view
17704,treatment,new page,view
14200,control,old page,view
17620,treatment,new page,view
17194,treatment,new page,view
13206,control,old page,view
17180,treatment,new page,click
12919,control,old page,view
12920,control,old page,view
15117,control,old page,click
15622,control,old page,view
13168,control,old page,view
18179,treatment,new page,view
17466,treatment,new page,click
14561,control,old page,view
14937,control,old page,view
17326,treatment,new page,click
17552,treatment,new page,view
18059,treatment,new page,view
15637,control,old page,view
18532,treatment,new page,view
14349,control,old page,view
17378,treatment,new page,view
17030,treatment,new page,view
15135,control,old page,view
17698,treatment,new page,click
13382,control,old page,view
14625,control,old page,view
15452,control,old page,click
18292,treatment,new page,click
18303,treatment,new page,view
16902,treatment,new page,click
14907,control,old page,view
13230,control,old page,view
18234,treatment,new page,click
15652,control,old page,view
14567,control,old page,view
14904,control,old page,view
15130,control,old page,click
15079,control,old page,view
14064,control,old page,view
15578,control,old page,click
12972,control,old page,click
13900,control,old page,click
14470,control,old page,view
14364,control,old page,view
17130,treatment,new page,view
14399,control,old page,view
17916,treatment,new page,click
16927,treatment,new page,view
17094,treatment,new page,click
14527,control,old page,view
18316,treatment,new page,click
17149,treatment,new page,view
13871,control,old page,click
17528,treatment,new page,view
18266,treatment,new page,view
15200,control,old page,view
17451,treatment,new page,click
15669,control,old page,view
12975,control,old page,view
17310,treatment,new page,view
13543,control,old page,view
13250,control,old page,view
17240,treatment,new page,view
18500,treatment,new page,view
16941,treatment,new page,click
14747,control,old page,view
18506,treatment,new page,view
17304,treatment,new page,view
13915,control,old page,view
14202,control,old page,click
17082,treatment,new page,view
18405,treatment,new page,click
18361,treatment,new page,view
15584,control,old page,view
17308,treatment,new page,view
14203,control,old page,view
17961,treatment,new page,view
17055,treatment,new page,view
18278,treatment,new page,view
15496,control,old page,view
17809,treatment,new page,view
17936,treatment,new page,view
18673,treatment,new page,view
12998,control,old page,view
14157,control,old page,view
13088,control,old page,view
17269,treatment,new page,view
14940,control,old page,view
18446,treatment,new page,click
18623,treatment,new page,click
17005,treatment,new page,view
18531,treatment,new page,view
13979,control,old page,view
17005,treatment,new page,click
18159,treatment,new page,view
13193,control,old page,click
15479,control,old page,view
17774,treatment,new page,view
17485,treatment,new page,click
18475,treatment,new page,view
17089,treatment,new page,view
18463,treatment,new page,click
14157,control,old page,view
15630,control,old page,view
17630,treatment,new page,view
14178,control,old page,view
17540,treatment,new page,view
18217,treatment,new page,click
13492,control,old page,view
17346,treatment,new page,click
18679,treatment,new page,view
18125,treatment,new page,view
17684,treatment,new page,click
18451,treatment,new page,view
14058,control,old page,view
18225,treatment,new page,view
18030,treatment,new page,view
13757,control,old page,view
14138,control,old page,view
12932,control,old page,view
17274,treatment,new page,click
17824,treatment,new page,view
17569,treatment,new page,click
17983,treatment,new page,view
18456,treatment,new page,view
15327,control,old page,view
13902,control,old page,view
14727,control,old page,view
15227,control,old page,view
17196,treatment,new page,view
16966,treatment,new page,click
16884,treatment,new page,view
18022,treatment,new page,view
17465,treatment,new page,view
13348,control,old page,view
16935,treatment,new page,view
18273,treatment,new page,view
17788,treatment,new page,view
17172,treatment,new page,view
18119,treatment,new page,view
18359,treatment,new page,view
18505,treatment,new page,view
17159,treatment,new page,view
18147,treatment,new page,view
13185,control,old page,click
14842,control,old page,click
16922,treatment,new page,view
14062,control,old page,view
17748,treatment,new page,view
17905,treatment,new page,click
17471,treatment,new page,view
17087,treatment,new page,view
18557,treatment,new page,view
13457,control,old page,view
13757,control,old page,view
18095,treatment,new page,view
17921,treatment,new page,click
18545,treatment,new page,click
13905,control,old page,view
18124,treatment,new page,view
13856,control,old page,view
16944,treatment,new page,view
15191,control,old page,view
14452,control,old page,click
17052,treatment,new page,view
15063,control,old page,view
12938,control,old page,click
16912,treatment,new page,view
17267,treatment,new page,click
15534,control,old page,click
18404,treatment,new page,view
14293,control,old page,click
14416,control,old page,view
12961,control,old page,view
17146,treatment,new page,view
14882,control,old page,view
17383,treatment,new page,click
14206,control,old page,view
17688,treatment,new page,view
17029,treatment,new page,click
15629,control,old page,click
15061,control,old page,view
13288,control,old page,view
13803,control,old page,view
13379,control,old page,view
15729,control,old page,view
17821,treatment,new page,view
13720,control,old page,view
15515,control,old page,view
17223,treatment,new page,view
18050,treatment,new page,view
17917,treatment,new page,view
17335,treatment,new page,view
17047,treatment,new page,view
17564,treatment,new page,click
16919,treatment,new page,click
13137,control,old page,view
13143,control,old page,view
14851,control,old page,view
18619,treatment,new page,view
14596,control,old page,view
17720,treatment,new page,view
17338,treatment,new page,view
13071,control,old page,click
15013,control,old page,view
15257,control,old page,view
13488,control,old page,view
17088,treatment,new page,click
17266,treatment,new page,view
13371,control,old page,view
13048,control,old page,view
18168,treatment,new page,view
13041,control,old page,view
17202,treatment,new page,click
14501,control,old page,view
15427,control,old page,view
17443,treatment,new page,view
15308,control,old page,view
13144,control,old page,view
18091,treatment,new page,view
15534,control,old page,view
13671,control,old page,view
14094,control,old page,click
13679,control,old page,view
15213,control,old page,click
15046,control,old page,view
16898,treatment,new page,view
17003,treatment,new page,view
14472,control,old page,click
17536,treatment,new page,view
16977,treatment,new page,view
14591,control,old page,view
16923,treatment,new page,view
17892,treatment,new page,view
14253,control,old page,view
15164,control,old page,view
18059,treatment,new page,view
14248,control,old page,view
17939,treatment,new page,view
13316,control,old page,click
15111,control,old page,view
17121,treatment,new page,view
15564,control,old page,click
13893,control,old page,view
16957,treatment,new page,view
16973,treatment,new page,view
17942,treatment,new page,view
15617,control,old page,view
13944,control,old page,click
14822,control,old page,view
16951,treatment,new page,view
13035,control,old page,view
18422,treatment,new page,click
15130,control,old page,view
18480,treatment,new page,view
14820,control,old page,view
12885,control,old page,click
13730,control,old page,view
14962,control,old page,view
15099,control,old page,click
17467,treatment,new page,view
17446,treatment,new page,view
17924,treatment,new page,view
17695,treatment,new page,click
13926,control,old page,click
17192,treatment,new page,view
15349,control,old page,view
18458,treatment,new page,click
18497,treatment,new page,view
14522,control,old page,click
18470,treatment,new page,view
17918,treatment,new page,view
13210,control,old page,view
17225,treatment,new page,view
18635,treatment,new page,click
13549,control,old page,view
13771,control,old page,view
13455,control,old page,view
18693,treatment,new page,view
13582,control,old page,view
13964,control,old page,view
15293,control,old page,click
15190,control,old page,view
13136,control,old page,view
18307,treatment,new page,view
15304,control,old page,view
14184,control,old page,view
13524,control,old page,click
15163,control,old page,click
14249,control,old page,click
14524,control,old page,view
17379,treatment,new page,click
18202,treatment,new page,view
18507,treatment,new page,view
17150,treatment,new page,view
18070,treatment,new page,view
17927,treatment,new page,view
17386,treatment,new page,view
17515,treatment,new page,click
14297,control,old page,view
17730,treatment,new page,view
18593,treatment,new page,view
14402,control,old page,view
15186,control,old page,view
15432,control,old page,view
14355,control,old page,view
14279,control,old page,click
18104,treatment,new page,view
18596,treatment,new page,view
15273,control,old page,click
17724,treatment,new page,view
14046,control,old page,view
17259,treatment,new page,view
17671,treatment,new page,view
13970,control,old page,click
17952,treatment,new page,view
17065,treatment,new page,view
14047,control,old page,view
14812,control,old page,view
13504,control,old page,view
12896,control,old page,click
13710,control,old page,click
18059,treatment,new page,view
13676,control,old page,click
17187,treatment,new page,view
18163,treatment,new page,view
14793,control,old page,click
17665,treatment,new page,view
17807,treatment,new page,click
14166,control,old page,click
16893,treatment,new page,view
15162,control,old page,view
14280,control,old page,view
18622,treatment,new page,view
14199,control,old page,view
17502,treatment,new page,view
14845,control,old page,view
18329,treatment,new page,view
14262,control,old page,click
18437,treatment,new page,view
13880,control,old page,view
17922,treatment,new page,view
18529,treatment,new page,view
18119,treatment,new page,view
17369,treatment,new page,view
13087,control,old page,view
13612,control,old page,view
17656,treatment,new page,view
18221,treatment,new page,view
14749,control,old page,view
14403,control,old page,view
14390,control,old page,view
17129,treatment,new page,view
14929,control,old page,view
17597,treatment,new page,view
15245,control,old page,view
18050,treatment,new page,view
13368,control,old page,view
17428,treatment,new page,click
15299,control,old page,click
14326,control,old page,view
14573,control,old page,view
17863,treatment,new page,view
15756,control,old page,view
14915,control,old page,view
17816,treatment,new page,view
14383,control,old page,view
15290,control,old page,view
13752,control,old page,view
18215,treatment,new page,view
17771,treatment,new page,view
12881,control,old page,click
18438,treatment,new page,click
14695,control,old page,click
14776,control,old page,view
12973,control,old page,click
15067,control,old page,click
15077,control,old page,view
17427,treatment,new page,view
18333,treatment,new page,view
13581,control,old page,view
13228,control,old page,view
13398,control,old page,view
12932,control,old page,view
15239,control,old page,click
17672,treatment,new page,view
13465,control,old page,view
17648,treatment,new page,view
17282,treatment,new page,view
15093,control,old page,view
13559,control,old page,view
17515,treatment,new page,view
13862,control,old page,click
18315,treatment,new page,view
17964,treatment,new page,view
17471,treatment,new page,view
13494,control,old page,view
13671,control,old page,view
15304,control,old page,view
18327,treatment,new page,view
17577,treatment,new page,view
13142,control,old page,view
17747,treatment,new page,click
15424,control,old page,view
17933,treatment,new page,view
13784,control,old page,view
17209,treatment,new page,click
13524,control,old page,view
14667,control,old page,click
15563,control,old page,view
18485,treatment,new page,view
18531,treatment,new page,view
18559,treatment,new page,view
13751,control,old page,view
13664,control,old page,click
17621,treatment,new page,view
13030,control,old page,view
18461,treatment,new page,click
17272,treatment,new page,click
14117,control,old page,view
17532,treatment,new page,view
17561,treatment,new page,view
18046,treatment,new page,view
13737,control,old page,view
14817,control,old page,view
17751,treatment,new page,click
18573,treatment,new page,view
18498,treatment,new page,click
15017,control,old page,view
14215,control,old page,view
17711,treatment,new page,view
12909,control,old page,view
15098,control,old page,view
14146,control,old page,view
17166,treatment,new page,view
17695,treatment,new page,view
17965,treatment,new page,view
17588,treatment,new page,view
12901,control,old page,view
17858,treatment,new page,view
17406,treatment,new page,view
18552,treatment,new page,click
18364,treatment,new page,click
15171,control,old page,click
14714,control,old page,click
15246,control,old page,click
16926,treatment,new page,view
13386,control,old page,view
18101,treatment,new page,view
15272,control,old page,click
15678,control,old page,view
18139,treatment,new page,view
17237,treatment,new page,view
15250,control,old page,view
17273,treatment,new page,view
14345,control,old page,view
13254,control,old page,view
17651,treatment,new page,view
18530,treatment,new page,click
13847,control,old page,view
18424,treatment,new page,view
17963,treatment,new page,click
17796,treatment,new page,view
17973,treatment,new page,view
15041,control,old page,view
14202,control,old page,view
15725,control,old page,view
17348,treatment,new page,view
18544,treatment,new page,view
16963,treatment,new page,view
18368,treatment,new page,click
15434,control,old page,view
15586,control,old page,view
17650,treatment,new page,view
17742,treatment,new page,click
17406,treatment,new page,view
14252,control,old page,click
17774,treatment,new page,view
13050,control,old page,view
16881,treatment,new page,view
15039,control,old page,view
17832,treatment,new page,view
17270,treatment,new page,view
13013,control,old page,view
14278,control,old page,click
17598,treatment,new page,view
18059,treatment,new page,view
13302,control,old page,click
16973,treatment,new page,view
14140,control,old page,view
17522,treatment,new page,click
13559,control,old page,click
18376,treatment,new page,view
14579,control,old page,view
18343,treatment,new page,view
18050,treatment,new page,click
12972,control,old page,view
14760,control,old page,view
13780,control,old page,view
13719,control,old page,view
13170,control,old page,click
14684,control,old page,view
18251,treatment,new page,view
18427,treatment,new page,view
15625,control,old page,view
17310,treatment,new page,view
12996,control,old page,view
17543,treatment,new page,view
13739,control,old page,view
17600,treatment,new page,view
17443,treatment,new page,view
13437,control,old page,view
13141,control,old page,view
16885,treatment,new page,view
15491,control,old page,view
14156,control,old page,view
17820,treatment,new page,view
14214,control,old page,click
15125,control,old page,view
15759,control,old page,click
13052,control,old page,view
17032,treatment,new page,view
18261,treatment,new page,click
17121,treatment,new page,view
15714,control,old page,view
17331,treatment,new page,view
18583,treatment,new page,click
14177,control,old page,view
18204,treatment,new page,view
15629,control,old page,view
14098,control,old page,view
13204,control,old page,view
13268,control,old page,view
17597,treatment,new page,click
17934,treatment,new page,view
15201,control,old page,view
14439,control,old page,view
18096,treatment,new page,view
17876,treatment,new page,view
15122,control,old page,click
14950,control,old page,click
13801,control,old page,view
18488,treatment,new page,view
16959,treatment,new page,view
13417,control,old page,view
17167,treatment,new page,click
14449,control,old page,view
17439,treatment,new page,click
13983,control,old page,view
13128,control,old page,view
18341,treatment,new page,view
15598,control,old page,view
14746,control,old page,view
14295,control,old page,view
14180,control,old page,view
15204,control,old page,view
13778,control,old page,view
14130,control,old page,view
18494,treatment,new page,click
17967,treatment,new page,click
15619,control,old page,view
15393,control,old page,click
18185,treatment,new page,click
17457,treatment,new page,view
14382,control,old page,view
17647,treatment,new page,view
17279,treatment,new page,click
14400,control,old page,view
18476,treatment,new page,view
13231,control,old page,view
15283,control,old page,view
18592,treatment,new page,click
17932,treatment,new page,view
15623,control,old page,view
17789,treatment,new page,view
17633,treatment,new page,view
13242,control,old page,view
17736,treatment,new page,view
15463,control,old page,view
14856,control,old page,view
18240,treatment,new page,view
18061,treatment,new page,view
15478,control,old page,click
14217,control,old page,click
14879,control,old page,view
17068,treatment,new page,view
13451,control,old page,view
13108,control,old page,view
16957,treatment,new page,view
15264,control,old page,view
13166,control,old page,view
13672,control,old page,view
15543,control,old page,view
13921,control,old page,view
13633,control,old page,view
15196,control,old page,view
16993,treatment,new page,click
15144,control,old page,view
18323,treatment,new page,click
13402,control,old page,view
14438,control,old page,click
13078,control,old page,view
18574,treatment,new page,view
17921,treatment,new page,view
13798,control,old page,view
17443,treatment,new page,view
14596,control,old page,click
17505,treatment,new page,view
13962,control,old page,view
15554,control,old page,view
13915,control,old page,view
13219,control,old page,click
15107,control,old page,view
17967,treatment,new page,view
13321,control,old page,click
13344,control,old page,click
18042,treatment,new page,view
14888,control,old page,view
13063,control,old page,view
14554,control,old page,view
17932,treatment,new page,click
17267,treatment,new page,click
16938,treatment,new page,view
17435,treatment,new page,click
13161,control,old page,view
18146,treatment,new page,view
13056,control,old page,view
15326,control,old page,view
15395,control,old page,view
13419,control,old page,view
14484,control,old page,view
14100,control,old page,view
15339,control,old page,view
12970,control,old page,view
14187,control,old page,view
17711,treatment,new page,view
14846,control,old page,view
18244,treatment,new page,view
18053,treatment,new page,view
18332,treatment,new page,view
13973,control,old page,view
14087,control,old page,view
18609,treatment,new page,click
17401,treatment,new page,view
17009,treatment,new page,view
15535,control,old page,view
13613,control,old page,view
17963,treatment,new page,click
15442,control,old page,view
17471,treatment,new page,click
14160,control,old page,view
13277,control,old page,view
14973,control,old page,view
18201,treatment,new page,click
15480,control,old page,view
14706,control,old page,click
17248,treatment,new page,click
15039,control,old page,click
15263,control,old page,click
16939,treatment,new page,view
18398,treatment,new page,view
13813,control,old page,click
14749,control,old page,view
17299,treatment,new page,view
17949,treatment,new page,view
17255,treatment,new page,view
17217,treatment,new page,click
15184,control,old page,view
13357,control,old page,view
16921,treatment,new page,click
17666,treatment,new page,view
14352,control,old page,click
14090,control,old page,view
14926,control,old page,view
13859,control,old page,view
12994,control,old page,click
14752,control,old page,view
17424,treatment,new page,click
18380,treatment,new page,click
14908,control,old page,click
17191,treatment,new page,view
14450,control,old page,click
14267,control,old page,view
17171,treatment,new page,view
13784,control,old page,view
18514,treatment,new page,click
18281,treatment,new page,view
14483,control,old page,view
14411,control,old page,view
17938,treatment,new page,view
13851,control,old page,click
14986,control,old page,view
14478,control,old page,view
14052,control,old page,view
17030,treatment,new page,view
15139,control,old page,click
14314,control,old page,view
17614,treatment,new page,view
15475,control,old page,view
18306,treatment,new page,view
15356,control,old page,click
15043,control,old page,view
17822,treatment,new page,view
15500,control,old page,view
13146,control,old page,view
13850,control,old page,click
13609,control,old page,view
18352,treatment,new page,view
13294,control,old page,view
17916,treatment,new page,click
14624,control,old page,view
14837,control,old page,view
17966,treatment,new page,view
17334,treatment,new page,click
17196,treatment,new page,click
15267,control,old page,view
13643,control,old page,view
12936,control,old page,view
14198,control,old page,view
13312,control,old page,click
15589,control,old page,view
18154,treatment,new page,view
15250,control,old page,view
17135,treatment,new page,click
13282,control,old page,view
14046,control,old page,click
17946,treatment,new page,click
18031,treatment,new page,view
12889,control,old page,view
17076,treatment,new page,view
17539,treatment,new page,view
18238,treatment,new page,view
13420,control,old page,view
13280,control,old page,click
15094,control,old page,click
