id,group,page,session_time
19569,treatment,new page,2.5
16082,control,old page,1.5
15688,control,old page,2
15278,control,old page,1
19572,treatment,new page,2.5
17301,treatment,new page,2.5
13638,control,old page,1.5
13177,control,old page,2
13448,control,old page,2.5
18066,treatment,new page,2.5
15870,control,old page,1.5
18292,treatment,new page,2.5
14966,control,old page,2
16430,control,old page,1
17086,treatment,new page,2.5
13416,control,old page,1.5
13963,control,old page,2.5
19844,treatment,new page,2.5
13015,control,old page,2.5
13986,control,old page,2.5
14483,control,old page,2
15178,control,old page,1.5
19681,treatment,new page,2.5
13246,control,old page,1
13882,control,old page,1.5
15526,control,old page,2.5
14352,control,old page,1.5
19077,treatment,new page,2.5
15784,control,old page,2
13248,control,old page,2.5
14497,control,old page,2.5
19307,treatment,new page,2.5
16653,control,old page,2.5
15808,control,old page,1.5
19309,treatment,new page,2
14985,control,old page,1.5
16279,control,old page,2.5
19378,treatment,new page,2
17748,treatment,new page,2.5
18703,treatment,new page,2.5
19182,treatment,new page,2.5
17582,treatment,new page,2.5
19542,treatment,new page,2
14631,control,old page,2.5
15937,control,old page,2
18136,treatment,new page,2.5
15577,control,old page,1.5
14674,control,old page,1
15471,control,old page,1.5
16199,control,old page,1
18166,treatment,new page,2.5
14668,control,old page,2.5
17802,treatment,new page,2.5
14572,control,old page,1
17395,treatment,new page,2.5
14278,control,old page,1
19487,treatment,new page,2
13323,control,old page,1.5
15786,control,old page,1
18044,treatment,new page,2.5
13096,control,old page,2
19436,treatment,new page,2
14761,control,old page,2.5
14041,control,old page,1.5
16747,treatment,new page,2.5
17285,treatment,new page,2
15746,control,old page,2.5
18592,treatment,new page,2
15483,control,old page,2.5
16363,control,old page,1.5
15705,control,old page,2.5
15905,control,old page,2.5
13303,control,old page,2
14149,control,old page,1.5
16603,control,old page,2
19295,treatment,new page,2
13146,control,old page,1
15597,control,old page,2.5
17710,treatment,new page,2
19051,treatment,new page,2
16057,control,old page,1.5
17206,treatment,new page,2.5
15979,control,old page,2.5
17898,treatment,new page,2.5
17043,treatment,new page,2
19030,treatment,new page,2
14122,control,old page,2.5
19276,treatment,new page,2.5
14078,control,old page,1
14803,control,old page,1
13307,control,old page,2
14967,control,old page,2.5
16979,treatment,new page,2
16045,control,old page,1.5
18451,treatment,new page,2
15926,control,old page,2
15732,control,old page,2.5
18511,treatment,new page,2
13153,control,old page,2
17873,treatment,new page,2.5
15620,control,old page,1
16242,control,old page,2.5
14223,control,old page,1
19587,treatment,new page,2.5
17254,treatment,new page,2
15725,control,old page,1.5
13122,control,old page,1
13723,control,old page,2
18039,treatment,new page,2.5
14233,control,old page,1.5
16067,control,old page,2.5
18589,treatment,new page,2
13479,control,old page,2.5
13102,control,old page,1
18945,treatment,new page,2
18037,treatment,new page,2.5
17220,treatment,new page,2
16919,treatment,new page,2
14375,control,old page,2
18634,treatment,new page,2
13874,control,old page,2
17123,treatment,new page,2.5
14208,control,old page,1.5
13367,control,old page,2.5
18678,treatment,new page,2.5
15942,control,old page,1
18255,treatment,new page,2.5
19689,treatment,new page,2
19005,treatment,new page,2
13255,control,old page,2
18850,treatment,new page,2
19201,treatment,new page,2.5
18531,treatment,new page,2
16422,control,old page,1.5
19118,treatment,new page,2.5
13451,control,old page,2
13377,control,old page,2.5
14040,control,old page,2
15207,control,old page,1
16460,control,old page,1.5
14600,control,old page,2
19797,treatment,new page,2.5
19857,treatment,new page,2.5
19040,treatment,new page,2.5
17017,treatment,new page,2.5
14043,control,old page,2.5
13493,control,old page,1.5
16704,treatment,new page,2
17134,treatment,new page,2.5
17501,treatment,new page,2.5
19343,treatment,new page,2.5
14635,control,old page,1
17721,treatment,new page,2.5
14936,control,old page,1.5
18909,treatment,new page,2
14821,control,old page,2.5
18726,treatment,new page,2.5
14584,control,old page,1.5
17533,treatment,new page,2
14471,control,old page,2
14856,control,old page,2
15154,control,old page,1
14408,control,old page,1.5
17346,treatment,new page,2
14329,control,old page,2
18611,treatment,new page,2.5
18234,treatment,new page,2.5
14608,control,old page,2.5
14018,control,old page,2
15464,control,old page,2.5
13130,control,old page,1.5
13274,control,old page,2
16953,treatment,new page,2.5
18415,treatment,new page,2
18107,treatment,new page,2
15008,control,old page,2
13383,control,old page,1
15482,control,old page,2.5
15392,control,old page,2.5
19080,treatment,new page,2.5
13028,control,old page,1.5
17680,treatment,new page,2.5
15638,control,old page,1.5
17595,treatment,new page,2
19732,treatment,new page,2.5
17877,treatment,new page,2
17448,treatment,new page,2
14924,control,old page,1
16725,treatment,new page,2
19736,treatment,new page,2.5
15966,control,old page,1.5
19146,treatment,new page,2.5
19829,treatment,new page,2
13692,control,old page,2
13847,control,old page,1
14045,control,old page,1.5
15180,control,old page,2.5
13446,control,old page,1.5
15094,control,old page,2.5
16697,treatment,new page,2
14482,control,old page,1.5
13999,control,old page,2
15014,control,old page,1
14286,control,old page,1.5
14073,control,old page,1.5
14233,control,old page,1.5
17077,treatment,new page,2.5
14658,control,old page,1.5
15717,control,old page,2.5
19622,treatment,new page,2
17716,treatment,new page,2.5
13872,control,old page,1
19344,treatment,new page,2
16116,control,old page,1
13839,control,old page,2
18300,treatment,new page,2.5
19698,treatment,new page,2
14084,control,old page,1
13164,control,old page,1
17532,treatment,new page,2.5
14915,control,old page,1
19864,treatment,new page,2.5
17024,treatment,new page,2.5
18252,treatment,new page,2
13373,control,old page,2
18584,treatment,new page,2
14080,control,old page,2.5
18238,treatment,new page,2.5
14722,control,old page,2
16367,control,old page,2
15050,control,old page,2.5
13012,control,old page,1.5
16584,control,old page,2
17061,treatment,new page,2.5
13245,control,old page,2.5
17856,treatment,new page,2.5
17425,treatment,new page,2.5
17603,treatment,new page,2.5
16950,treatment,new page,2.5
15060,control,old page,2.5
18571,treatment,new page,2
17370,treatment,new page,2
14646,control,old page,1.5
18849,treatment,new page,2.5
16022,control,old page,1
19687,treatment,new page,2
18485,treatment,new page,2.5
17967,treatment,new page,2
19203,treatment,new page,2
14805,control,old page,2.5
18348,treatment,new page,2
18800,treatment,new page,2.5
14037,control,old page,1
18436,treatment,new page,2
18584,treatment,new page,2.5
18132,treatment,new page,2
16915,treatment,new page,2.5
15069,control,old page,2.5
19251,treatment,new page,2
19016,treatment,new page,2
13160,control,old page,1
15355,control,old page,2.5
19653,treatment,new page,2.5
17034,treatment,new page,2.5
17310,treatment,new page,2.5
17531,treatment,new page,2.5
14518,control,old page,1
19074,treatment,new page,2.5
16875,treatment,new page,2
17550,treatment,new page,2.5
17328,treatment,new page,2
14393,control,old page,1
15732,control,old page,2
19708,treatment,new page,2.5
15658,control,old page,2.5
15565,control,old page,2.5
19553,treatment,new page,2.5
14924,control,old page,1
14532,control,old page,1
16115,control,old page,2
18483,treatment,new page,2.5
19084,treatment,new page,2
17968,treatment,new page,2.5
13463,control,old page,2.5
19625,treatment,new page,2
16582,control,old page,2.5
19236,treatment,new page,2
16221,control,old page,1
15252,control,old page,1.5
16995,treatment,new page,2
19667,treatment,new page,2.5
18073,treatment,new page,2
16910,treatment,new page,2
17446,treatment,new page,2
18205,treatment,new page,2.5
17902,treatment,new page,2.5
17431,treatment,new page,2.5
13319,control,old page,2.5
15840,control,old page,1.5
19241,treatment,new page,2
14416,control,old page,1
13993,control,old page,1.5
13805,control,old page,1
18482,treatment,new page,2.5
19390,treatment,new page,2.5
17594,treatment,new page,2.5
15640,control,old page,2.5
15714,control,old page,1
13910,control,old page,1
16240,control,old page,2.5
17813,treatment,new page,2
13014,control,old page,1
15481,control,old page,2.5
19290,treatment,new page,2
14271,control,old page,2
15770,control,old page,2
16323,control,old page,2
13845,control,old page,2.5
17292,treatment,new page,2.5
13762,control,old page,1
19675,treatment,new page,2
17576,treatment,new page,2
14845,control,old page,2
19654,treatment,new page,2.5
16905,treatment,new page,2.5
16397,control,old page,2.5
17253,treatment,new page,2
18600,treatment,new page,2.5
15249,control,old page,1
13610,control,old page,2
17801,treatment,new page,2
18994,treatment,new page,2
19331,treatment,new page,2
18663,treatment,new page,2.5
16880,treatment,new page,2.5
14005,control,old page,2
14427,control,old page,2.5
15012,control,old page,1
16288,control,old page,1
17133,treatment,new page,2
15772,control,old page,2.5
18453,treatment,new page,2.5
15683,control,old page,2.5
16811,treatment,new page,2
17513,treatment,new page,2.5
19321,treatment,new page,2.5
19144,treatment,new page,2.5
15352,control,old page,2
19817,treatment,new page,2
18045,treatment,new page,2.5
15979,control,old page,1
19192,treatment,new page,2.5
18382,treatment,new page,2
16699,treatment,new page,2.5
16121,control,old page,2.5
19684,treatment,new page,2.5
13028,control,old page,1
13509,control,old page,1.5
15751,control,old page,1
14497,control,old page,2.5
13358,control,old page,1
16333,control,old page,1.5
19409,treatment,new page,2.5
19286,treatment,new page,2.5
14100,control,old page,1.5
13879,control,old page,2.5
18563,treatment,new page,2
13405,control,old page,1
19795,treatment,new page,2
15695,control,old page,1
16036,control,old page,2
19626,treatment,new page,2.5
15441,control,old page,2.5
17379,treatment,new page,2.5
14742,control,old page,1
16868,treatment,new page,2
14006,control,old page,2
17553,treatment,new page,2.5
14658,control,old page,2
13572,control,old page,1.5
17999,treatment,new page,2
19065,treatment,new page,2.5
18594,treatment,new page,2
15325,control,old page,2
15671,control,old page,1.5
18878,treatment,new page,2
13162,control,old page,1.5
17326,treatment,new page,2.5
15349,control,old page,1
18012,treatment,new page,2.5
16974,treatment,new page,2
15089,control,old page,2
17659,treatment,new page,2
15373,control,old page,1.5
18701,treatment,new page,2
15373,control,old page,2
16838,treatment,new page,2
17609,treatment,new page,2
19636,treatment,new page,2.5
15081,control,old page,1.5
15543,control,old page,1
19860,treatment,new page,2
15186,control,old page,2.5
14332,control,old page,1
19801,treatment,new page,2.5
15999,control,old page,1.5
19470,treatment,new page,2.5
17919,treatment,new page,2.5
13180,control,old page,1.5
15567,control,old page,1
15968,control,old page,1.5
19252,treatment,new page,2
19384,treatment,new page,2.5
18636,treatment,new page,2.5
18238,treatment,new page,2.5
16208,control,old page,2
15322,control,old page,2
19052,treatment,new page,2.5
16040,control,old page,2.5
19427,treatment,new page,2.5
15264,control,old page,1.5
13950,control,old page,2
13536,control,old page,1
16850,treatment,new page,2
17195,treatment,new page,2.5
17341,treatment,new page,2
18633,treatment,new page,2
18671,treatment,new page,2
16354,control,old page,1.5
13860,control,old page,1.5
17984,treatment,new page,2.5
15345,control,old page,2
14134,control,old page,2
16014,control,old page,2
18641,treatment,new page,2.5
14963,control,old page,1.5
17996,treatment,new page,2.5
15447,control,old page,2
19495,treatment,new page,2.5
18647,treatment,new page,2.5
16608,control,old page,1.5
14959,control,old page,1.5
17383,treatment,new page,2
17382,treatment,new page,2
18568,treatment,new page,2.5
15801,control,old page,2.5
14762,control,old page,1
14431,control,old page,1.5
13927,control,old page,2
14751,control,old page,1
14093,control,old page,1.5
17677,treatment,new page,2
16937,treatment,new page,2
18584,treatment,new page,2.5
19305,treatment,new page,2
15389,control,old page,2
14403,control,old page,1.5
19048,treatment,new page,2
15311,control,old page,2
14281,control,old page,2.5
15026,control,old page,2
14275,control,old page,2
19285,treatment,new page,2.5
13278,control,old page,1.5
17749,treatment,new page,2
18776,treatment,new page,2
18206,treatment,new page,2
13769,control,old page,2
17647,treatment,new page,2
17019,treatment,new page,2
16441,control,old page,2.5
17042,treatment,new page,2.5
17852,treatment,new page,2.5
15693,control,old page,1.5
19781,treatment,new page,2
18973,treatment,new page,2
18306,treatment,new page,2.5
14444,control,old page,2.5
13733,control,old page,2.5
14809,control,old page,2.5
16266,control,old page,2
15053,control,old page,1.5
18676,treatment,new page,2.5
14552,control,old page,2
16835,treatment,new page,2.5
14322,control,old page,2
13343,control,old page,2.5
17345,treatment,new page,2
16925,treatment,new page,2.5
19071,treatment,new page,2
17272,treatment,new page,2
18116,treatment,new page,2.5
13940,control,old page,2.5
15549,control,old page,2.5
14475,control,old page,1
15073,control,old page,1
14918,control,old page,2.5
17486,treatment,new page,2
19189,treatment,new page,2
17904,treatment,new page,2.5
17539,treatment,new page,2
17657,treatment,new page,2.5
19698,treatment,new page,2
13095,control,old page,2
17125,treatment,new page,2
16803,treatment,new page,2
13967,control,old page,2
14729,control,old page,2
17404,treatment,new page,2
16929,treatment,new page,2
16665,treatment,new page,2.5
14710,control,old page,2
19027,treatment,new page,2
16555,control,old page,1
15822,control,old page,1
18232,treatment,new page,2.5
15173,control,old page,1.5
15933,control,old page,1
16961,treatment,new page,2.5
17267,treatment,new page,2.5
14956,control,old page,1.5
19008,treatment,new page,2
16476,control,old page,1
19635,treatment,new page,2.5
14567,control,old page,2
17314,treatment,new page,2
14931,control,old page,1.5
13851,control,old page,2
16535,control,old page,1.5
15623,control,old page,1
14033,control,old page,1
13107,control,old page,2
19580,treatment,new page,2.5
17083,treatment,new page,2
14214,control,old page,2.5
15441,control,old page,1
17823,treatment,new page,2.5
19803,treatment,new page,2
13808,control,old page,1
18262,treatment,new page,2.5
14506,control,old page,1.5
14486,control,old page,2
17867,treatment,new page,2
18521,treatment,new page,2.5
16860,treatment,new page,2.5
13654,control,old page,2
19740,treatment,new page,2.5
17980,treatment,new page,2.5
14125,control,old page,2.5
14331,control,old page,2.5
13630,control,old page,1
18496,treatment,new page,2
13790,control,old page,2.5
19703,treatment,new page,2
19698,treatment,new page,2.5
18934,treatment,new page,2
15375,control,old page,1
15632,control,old page,1
19727,treatment,new page,2
14745,control,old page,1.5
14793,control,old page,2
15339,control,old page,1
19842,treatment,new page,2.5
16672,treatment,new page,2.5
17962,treatment,new page,2.5
16369,control,old page,1.5
19649,treatment,new page,2.5
13078,control,old page,1
16094,control,old page,2.5
15784,control,old page,1
15284,control,old page,1.5
14604,control,old page,1.5
14591,control,old page,2
18091,treatment,new page,2.5
18363,treatment,new page,2
14905,control,old page,1
17290,treatment,new page,2.5
18399,treatment,new page,2
15675,control,old page,2.5
18819,treatment,new page,2
17556,treatment,new page,2
13027,control,old page,2.5
14776,control,old page,2
16978,treatment,new page,2
17879,treatment,new page,2.5
17109,treatment,new page,2
17975,treatment,new page,2.5
14043,control,old page,1.5
18798,treatment,new page,2.5
15523,control,old page,1.5
18479,treatment,new page,2
18817,treatment,new page,2.5
18700,treatment,new page,2
17474,treatment,new page,2
14743,control,old page,2.5
13421,control,old page,1.5
15038,control,old page,1
15093,control,old page,2
18562,treatment,new page,2.5
18613,treatment,new page,2.5
16565,control,old page,1
16353,control,old page,1.5
16295,control,old page,1
14123,control,old page,1.5
17644,treatment,new page,2
16922,treatment,new page,2
18913,treatment,new page,2.5
13198,control,old page,2.5
14317,control,old page,1
16303,control,old page,1
15522,control,old page,2
18384,treatment,new page,2.5
15544,control,old page,1
16031,control,old page,2
13926,control,old page,2
16680,treatment,new page,2.5
16092,control,old page,1
14782,control,old page,2.5
15831,control,old page,1
17885,treatment,new page,2.5
17724,treatment,new page,2
19760,treatment,new page,2
16692,treatment,new page,2
18548,treatment,new page,2.5
16557,control,old page,2.5
16282,control,old page,2
17895,treatment,new page,2.5
14990,control,old page,1.5
18755,treatment,new page,2.5
17836,treatment,new page,2
14336,control,old page,1
17803,treatment,new page,2.5
17704,treatment,new page,2.5
18088,treatment,new page,2.5
18134,treatment,new page,2
17459,treatment,new page,2
14166,control,old page,1.5
17027,treatment,new page,2
13133,control,old page,1
17411,treatment,new page,2
19227,treatment,new page,2
14371,control,old page,1.5
17241,treatment,new page,2.5
13512,control,old page,2.5
18313,treatment,new page,2.5
15906,control,old page,1
17280,treatment,new page,2
13061,control,old page,1.5
16729,treatment,new page,2
17083,treatment,new page,2
15659,control,old page,1.5
17963,treatment,new page,2.5
14832,control,old page,2
14156,control,old page,1.5
14985,control,old page,2
14846,control,old page,2.5
16987,treatment,new page,2.5
15789,control,old page,2
16800,treatment,new page,2
13740,control,old page,1
15800,control,old page,1.5
14164,control,old page,1
14079,control,old page,2
18407,treatment,new page,2
14078,control,old page,2.5
16024,control,old page,2.5
15641,control,old page,1
18612,treatment,new page,2
18973,treatment,new page,2
18794,treatment,new page,2
13674,control,old page,1
19528,treatment,new page,2
13062,control,old page,2
19650,treatment,new page,2
16701,treatment,new page,2
14809,control,old page,2
15742,control,old page,1.5
13472,control,old page,2.5
15895,control,old page,1
18339,treatment,new page,2
15158,control,old page,1
16950,treatment,new page,2
13903,control,old page,1
15864,control,old page,2
13040,control,old page,2
13960,control,old page,2
15351,control,old page,2
13264,control,old page,1.5
19039,treatment,new page,2
18704,treatment,new page,2.5
15082,control,old page,1
18785,treatment,new page,2.5
16588,control,old page,2.5
18901,treatment,new page,2
15297,control,old page,1
18982,treatment,new page,2.5
15536,control,old page,2
17358,treatment,new page,2.5
18523,treatment,new page,2
17528,treatment,new page,2
14802,control,old page,1
16290,control,old page,1
15608,control,old page,2.5
13311,control,old page,2
15995,control,old page,1.5
15725,control,old page,2
16955,treatment,new page,2
19145,treatment,new page,2.5
14074,control,old page,2
17203,treatment,new page,2
19293,treatment,new page,2
16815,treatment,new page,2
17508,treatment,new page,2.5
15696,control,old page,2
19294,treatment,new page,2.5
16254,control,old page,1
19863,treatment,new page,2.5
16367,control,old page,2.5
15713,control,old page,1
19863,treatment,new page,2.5
18183,treatment,new page,2.5
17981,treatment,new page,2
17984,treatment,new page,2
17770,treatment,new page,2
16360,control,old page,1.5
19341,treatment,new page,2
17920,treatment,new page,2
18686,treatment,new page,2
15289,control,old page,2
13766,control,old page,2.5
17409,treatment,new page,2
17080,treatment,new page,2
19562,treatment,new page,2.5
19260,treatment,new page,2
19387,treatment,new page,2.5
14752,control,old page,1.5
13806,control,old page,1
13866,control,old page,2.5
16821,treatment,new page,2.5
14823,control,old page,2.5
15457,control,old page,1
13230,control,old page,1
18422,treatment,new page,2.5
14977,control,old page,1.5
14750,control,old page,2.5
16901,treatment,new page,2
14226,control,old page,2
17934,treatment,new page,2
15524,control,old page,1
14955,control,old page,1
14167,control,old page,1.5
18215,treatment,new page,2.5
15532,control,old page,2
17655,treatment,new page,2
18503,treatment,new page,2
19556,treatment,new page,2
16658,treatment,new page,2
16030,control,old page,2
16042,control,old page,2.5
13553,control,old page,1.5
18877,treatment,new page,2
18967,treatment,new page,2
15176,control,old page,2.5
19418,treatment,new page,2.5
19802,treatment,new page,2.5
16144,control,old page,2.5
15904,control,old page,1.5
18127,treatment,new page,2
13780,control,old page,2
19651,treatment,new page,2
14418,control,old page,2.5
18362,treatment,new page,2.5
14439,control,old page,2.5
14446,control,old page,2.5
17918,treatment,new page,2
19543,treatment,new page,2
18963,treatment,new page,2
18630,treatment,new page,2
13517,control,old page,1
18002,treatment,new page,2.5
16152,control,old page,2.5
16814,treatment,new page,2.5
19142,treatment,new page,2
19110,treatment,new page,2.5
13272,control,old page,1
14295,control,old page,2.5
15546,control,old page,1
19456,treatment,new page,2.5
15449,control,old page,2.5
15633,control,old page,1.5
18892,treatment,new page,2.5
13058,control,old page,2.5
13154,control,old page,1
16646,control,old page,2
16606,control,old page,2.5
18064,treatment,new page,2.5
18756,treatment,new page,2.5
19821,treatment,new page,2.5
17189,treatment,new page,2
19397,treatment,new page,2.5
18740,treatment,new page,2
14848,control,old page,2
15577,control,old page,1.5
13085,control,old page,2.5
17679,treatment,new page,2.5
14154,control,old page,2.5
18211,treatment,new page,2
18179,treatment,new page,2.5
15817,control,old page,2
13481,control,old page,2
13633,control,old page,1
19534,treatment,new page,2.5
14733,control,old page,2.5
18117,treatment,new page,2.5
16445,control,old page,1.5
18270,treatment,new page,2.5
14137,control,old page,2
19780,treatment,new page,2
19843,treatment,new page,2
13621,control,old page,1
18582,treatment,new page,2.5
13643,control,old page,2
18808,treatment,new page,2.5
18218,treatment,new page,2.5
14133,control,old page,2
18965,treatment,new page,2.5
15416,control,old page,2.5
15363,control,old page,2.5
17599,treatment,new page,2.5
19669,treatment,new page,2.5
15603,control,old page,1.5
16639,control,old page,1
19230,treatment,new page,2.5
19225,treatment,new page,2.5
13842,control,old page,1.5
17533,treatment,new page,2
17543,treatment,new page,2
17087,treatment,new page,2
16328,control,old page,1.5
18036,treatment,new page,2
14130,control,old page,2.5
13196,control,old page,2.5
18242,treatment,new page,2
18200,treatment,new page,2.5
13280,control,old page,1.5
18226,treatment,new page,2.5
16614,control,old page,1
15501,control,old page,1
18673,treatment,new page,2
19453,treatment,new page,2.5
19441,treatment,new page,2
18519,treatment,new page,2.5
17452,treatment,new page,2
13605,control,old page,2
17502,treatment,new page,2
15074,control,old page,2.5
16017,control,old page,1.5
14303,control,old page,2.5
15883,control,old page,2
14587,control,old page,2
17200,treatment,new page,2.5
13688,control,old page,2
16870,treatment,new page,2.5
14556,control,old page,1
15605,control,old page,1.5
15427,control,old page,1
15878,control,old page,2.5
16071,control,old page,2
15807,control,old page,1.5
18773,treatment,new page,2.5
18744,treatment,new page,2.5
16110,control,old page,1
18373,treatment,new page,2.5
18305,treatment,new page,2
15691,control,old page,1
19784,treatment,new page,2
13682,control,old page,1
15140,control,old page,2
16663,treatment,new page,2
16579,control,old page,1.5
13892,control,old page,1.5
13517,control,old page,1
14574,control,old page,2.5
14773,control,old page,2
18755,treatment,new page,2.5
17430,treatment,new page,2
17779,treatment,new page,2.5
17394,treatment,new page,2
13074,control,old page,1.5
14611,control,old page,2.5
15149,control,old page,2
13825,control,old page,2.5
17736,treatment,new page,2.5
17130,treatment,new page,2.5
15493,control,old page,1
16581,control,old page,1.5
19327,treatment,new page,2
14835,control,old page,1.5
14263,control,old page,1
17355,treatment,new page,2.5
13774,control,old page,2
19174,treatment,new page,2
17837,treatment,new page,2.5
13547,control,old page,2.5
17039,treatment,new page,2
14839,control,old page,2
15354,control,old page,2.5
16644,control,old page,2.5
18541,treatment,new page,2.5
16823,treatment,new page,2.5
19699,treatment,new page,2.5
15962,control,old page,1
13215,control,old page,2
14526,control,old page,1.5
14557,control,old page,1
13061,control,old page,1
13906,control,old page,1.5
16936,treatment,new page,2.5
17882,treatment,new page,2
13965,control,old page,2
13629,control,old page,1.5
18102,treatment,new page,2
14180,control,old page,1
17151,treatment,new page,2
13235,control,old page,2.5
13998,control,old page,1.5
17469,treatment,new page,2.5
18754,treatment,new page,2.5
14376,control,old page,1.5
17535,treatment,new page,2
18636,treatment,new page,2.5
17055,treatment,new page,2
16798,treatment,new page,2.5
17516,treatment,new page,2
18176,treatment,new page,2
14986,control,old page,2
13177,control,old page,2.5
16716,treatment,new page,2.5
13385,control,old page,2
19318,treatment,new page,2
19197,treatment,new page,2.5
18984,treatment,new page,2.5
14516,control,old page,1.5
13709,control,old page,1.5
14157,control,old page,1.5
15294,control,old page,1
14673,control,old page,2
17686,treatment,new page,2.5
13542,control,old page,1
17842,treatment,new page,2
16703,treatment,new page,2.5
14264,control,old page,1.5
16535,control,old page,2
18268,treatment,new page,2
16678,treatment,new page,2
13369,control,old page,2
17242,treatment,new page,2
17043,treatment,new page,2.5
18767,treatment,new page,2
19865,treatment,new page,2
19128,treatment,new page,2
14073,control,old page,1
18637,treatment,new page,2.5
13654,control,old page,2
14085,control,old page,2
16946,treatment,new page,2
13908,control,old page,1
14542,control,old page,2.5
17881,treatment,new page,2
19065,treatment,new page,2
16921,treatment,new page,2
17602,treatment,new page,2.5
13688,control,old page,1
19477,treatment,new page,2
17106,treatment,new page,2
13904,control,old page,1
18540,treatment,new page,2.5
15089,control,old page,2
19170,treatment,new page,2.5
19459,treatment,new page,2
13460,control,old page,1.5
19154,treatment,new page,2
14028,control,old page,2
17351,treatment,new page,2
16264,control,old page,1.5
17407,treatment,new page,2
16427,control,old page,1
17441,treatment,new page,2
14620,control,old page,1
18089,treatment,new page,2
16070,control,old page,2.5
14376,control,old page,2.5
18764,treatment,new page,2.5
13616,control,old page,2.5
16532,control,old page,1
13788,control,old page,1
18287,treatment,new page,2.5
18298,treatment,new page,2.5
18632,treatment,new page,2
13535,control,old page,1.5
13157,control,old page,2
19433,treatment,new page,2.5
13849,control,old page,2.5
19116,treatment,new page,2
13314,control,old page,1
18219,treatment,new page,2
19854,treatment,new page,2.5
13747,control,old page,2.5
17020,treatment,new page,2.5
19437,treatment,new page,2
15197,control,old page,1
13958,control,old page,2.5
13464,control,old page,2.5
13942,control,old page,2
18702,treatment,new page,2
17281,treatment,new page,2.5
16829,treatment,new page,2
18316,treatment,new page,2
18223,treatment,new page,2.5
18581,treatment,new page,2
19266,treatment,new page,2
15949,control,old page,1.5
15229,control,old page,2
19232,treatment,new page,2
15762,control,old page,1
16439,control,old page,1
19639,treatment,new page,2.5
17925,treatment,new page,2
16546,control,old page,2.5
15424,control,old page,2
13829,control,old page,1.5
18292,treatment,new page,2
18661,treatment,new page,2.5
15192,control,old page,1.5
19061,treatment,new page,2.5
18669,treatment,new page,2.5
13327,control,old page,2.5
17744,treatment,new page,2.5
18671,treatment,new page,2
16813,treatment,new page,2
14820,control,old page,2
16424,control,old page,2
16534,control,old page,1.5
15300,control,old page,1.5
13756,control,old page,1.5
17006,treatment,new page,2
19127,treatment,new page,2.5
15757,control,old page,2.5
14192,control,old page,2
19361,treatment,new page,2.5
14759,control,old page,2
17037,treatment,new page,2.5
13942,control,old page,2.5
15527,control,old page,1
16609,control,old page,1
17494,treatment,new page,2
17477,treatment,new page,2.5
19027,treatment,new page,2
19841,treatment,new page,2
15138,control,old page,2.5
15745,control,old page,1.5
15154,control,old page,1
19704,treatment,new page,2.5
14889,control,old page,1.5
13558,control,old page,1.5
14124,control,old page,1
18290,treatment,new page,2.5
17210,treatment,new page,2
17342,treatment,new page,2.5
16824,treatment,new page,2.5
15168,control,old page,1
16720,treatment,new page,2.5
14255,control,old page,2.5
17170,treatment,new page,2.5
15809,control,old page,1.5
17198,treatment,new page,2.5
17819,treatment,new page,2
18200,treatment,new page,2.5
18113,treatment,new page,2.5
13525,control,old page,2
14393,control,old page,1
15298,control,old page,2
14335,control,old page,2
17451,treatment,new page,2
19764,treatment,new page,2.5
19416,treatment,new page,2.5
15959,control,old page,1.5
19861,treatment,new page,2
14805,control,old page,1
15634,control,old page,1
19572,treatment,new page,2
13247,control,old page,2
18382,treatment,new page,2
18223,treatment,new page,2
19643,treatment,new page,2
13508,control,old page,1
14549,control,old page,1.5
18658,treatment,new page,2
16881,treatment,new page,2.5
15868,control,old page,1
15909,control,old page,1
18201,treatment,new page,2.5
17766,treatment,new page,2
19852,treatment,new page,2.5
16662,treatment,new page,2
17857,treatment,new page,2
17111,treatment,new page,2
17468,treatment,new page,2
18132,treatment,new page,2.5
13064,control,old page,2.5
13550,control,old page,2
17029,treatment,new page,2
18422,treatment,new page,2
13599,control,old page,2.5
16823,treatment,new page,2
14433,control,old page,2
15990,control,old page,1.5
16225,control,old page,2.5
17619,treatment,new page,2
13733,control,old page,2
19389,treatment,new page,2.5
15210,control,old page,2
18473,treatment,new page,2.5
15983,control,old page,1
17497,treatment,new page,2.5
14033,control,old page,1
16509,control,old page,2
14480,control,old page,2
18469,treatment,new page,2
18460,treatment,new page,2
14726,control,old page,2.5
14714,control,old page,2
16065,control,old page,1
13850,control,old page,2
18029,treatment,new page,2.5
16261,control,old page,1
17036,treatment,new page,2
16664,treatment,new page,2
15274,control,old page,2
16584,control,old page,2
17308,treatment,new page,2.5
19568,treatment,new page,2
16043,control,old page,1.5
13920,control,old page,1.5
14719,control,old page,2
14648,control,old page,1
16409,control,old page,2.5
14876,control,old page,1.5
14112,control,old page,2
13049,control,old page,1.5
19821,treatment,new page,2.5
19025,treatment,new page,2
17075,treatment,new page,2.5
15379,control,old page,2
16266,control,old page,2.5
14417,control,old page,1
16275,control,old page,2.5
17237,treatment,new page,2
15946,control,old page,1.5
19487,treatment,new page,2.5
14499,control,old page,1
18220,treatment,new page,2
13860,control,old page,1
13340,control,old page,1
14685,control,old page,1
14838,control,old page,1.5
19441,treatment,new page,2
13844,control,old page,1.5
13134,control,old page,1
19573,treatment,new page,2.5
15928,control,old page,1
