id,group,page,converted
22211,treatment,new page,no
20983,treatment,new page,no
21657,treatment,new page,yes
13418,control,old page,no
12811,control,old page,no
12860,control,old page,no
20730,treatment,new page,no
11948,control,old page,yes
21025,treatment,new page,yes
12387,control,old page,no
21023,treatment,new page,no
20477,treatment,new page,no
13395,control,old page,no
13053,control,old page,no
12199,control,old page,no
21529,treatment,new page,no
12267,control,old page,yes
13101,control,old page,no
13347,control,old page,no
13386,control,old page,no
13263,control,old page,no
12148,control,old page,yes
19392,treatment,new page,yes
19217,treatment,new page,no
21886,treatment,new page,no
19093,treatment,new page,yes
19448,treatment,new page,yes
13381,control,old page,yes
12262,control,old page,no
12971,control,old page,no
22261,treatment,new page,no
19510,treatment,new page,no
13399,control,old page,yes
12289,control,old page,yes
12126,control,old page,no
20351,treatment,new page,no
12174,control,old page,no
13115,control,old page,no
13330,control,old page,no
12988,control,old page,no
20050,treatment,new page,no
20508,treatment,new page,no
21987,treatment,new page,yes
20727,treatment,new page,no
12746,control,old page,yes
12978,control,old page,yes
13341,control,old page,no
12259,control,old page,no
12233,control,old page,no
13430,control,old page,no
12048,control,old page,no
21802,treatment,new page,no
12678,control,old page,no
12047,control,old page,no
22043,treatment,new page,no
19896,treatment,new page,no
12566,control,old page,no
12865,control,old page,no
12778,control,old page,no
13133,control,old page,no
20206,treatment,new page,no
12890,control,old page,no
12309,control,old page,yes
20047,treatment,new page,no
13123,control,old page,no
12516,control,old page,no
11879,control,old page,no
13364,control,old page,no
12104,control,old page,no
21760,treatment,new page,yes
19838,treatment,new page,no
12248,control,old page,yes
12549,control,old page,no
21695,treatment,new page,no
20284,treatment,new page,yes
19592,treatment,new page,no
13353,control,old page,yes
20248,treatment,new page,no
20901,treatment,new page,yes
12043,control,old page,no
12182,control,old page,no
21344,treatment,new page,no
21115,treatment,new page,no
12239,control,old page,no
21296,treatment,new page,no
21770,treatment,new page,no
12536,control,old page,no
12543,control,old page,no
22218,treatment,new page,no
22368,treatment,new page,yes
12859,control,old page,yes
21361,treatment,new page,no
12081,control,old page,no
18911,treatment,new page,no
19101,treatment,new page,no
12759,control,old page,no
13300,control,old page,yes
19007,treatment,new page,no
13426,control,old page,no
12851,control,old page,no
18927,treatment,new page,yes
21635,treatment,new page,no
22314,treatment,new page,no
12049,control,old page,no
12604,control,old page,no
12817,control,old page,no
13409,control,old page,no
19270,treatment,new page,yes
12561,control,old page,yes
12263,control,old page,no
12134,control,old page,no
12411,control,old page,no
12118,control,old page,no
12993,control,old page,no
12501,control,old page,yes
19556,treatment,new page,no
12688,control,old page,no
22184,treatment,new page,yes
21997,treatment,new page,no
12802,control,old page,no
12959,control,old page,yes
13439,control,old page,no
12304,control,old page,yes
13365,control,old page,no
13190,control,old page,no
20276,treatment,new page,no
12671,control,old page,no
20942,treatment,new page,no
12419,control,old page,no
18992,treatment,new page,yes
12266,control,old page,no
12366,control,old page,yes
21874,treatment,new page,no
19041,treatment,new page,no
19457,treatment,new page,no
12592,control,old page,no
21356,treatment,new page,no
11977,control,old page,no
19064,treatment,new page,yes
21390,treatment,new page,no
13029,control,old page,yes
12303,control,old page,yes
21553,treatment,new page,no
22250,treatment,new page,no
12443,control,old page,no
12463,control,old page,no
19900,treatment,new page,yes
21178,treatment,new page,no
20589,treatment,new page,no
22449,treatment,new page,no
13385,control,old page,no
13036,control,old page,no
21707,treatment,new page,yes
22153,treatment,new page,no
19127,treatment,new page,no
19629,treatment,new page,no
22403,treatment,new page,no
12147,control,old page,no
12603,control,old page,no
11982,control,old page,yes
11883,control,old page,no
19334,treatment,new page,no
12650,control,old page,no
19544,treatment,new page,no
12428,control,old page,yes
19433,treatment,new page,no
19441,treatment,new page,no
12710,control,old page,yes
12625,control,old page,no
20541,treatment,new page,yes
12417,control,old page,yes
13435,control,old page,no
13403,control,old page,yes
22456,treatment,new page,no
21955,treatment,new page,yes
12517,control,old page,no
12523,control,old page,no
21902,treatment,new page,yes
12300,control,old page,yes
13185,control,old page,no
13343,control,old page,no
13003,control,old page,no
12615,control,old page,yes
11995,control,old page,yes
11940,control,old page,no
22226,treatment,new page,no
21693,treatment,new page,no
12529,control,old page,no
12074,control,old page,no
21910,treatment,new page,no
11967,control,old page,no
20440,treatment,new page,no
11889,control,old page,no
13034,control,old page,no
12986,control,old page,yes
13244,control,old page,no
13369,control,old page,no
12701,control,old page,no
21773,treatment,new page,no
20734,treatment,new page,no
21327,treatment,new page,yes
12992,control,old page,no
13094,control,old page,no
13017,control,old page,no
19024,treatment,new page,no
13332,control,old page,no
12766,control,old page,no
12922,control,old page,no
12887,control,old page,yes
21163,treatment,new page,yes
21467,treatment,new page,no
12707,control,old page,yes
12170,control,old page,no
13258,control,old page,no
20303,treatment,new page,no
20378,treatment,new page,no
12038,control,old page,no
20170,treatment,new page,yes
22238,treatment,new page,yes
21402,treatment,new page,no
21960,treatment,new page,no
11999,control,old page,no
12518,control,old page,no
12686,control,old page,no
21088,treatment,new page,no
20712,treatment,new page,no
12267,control,old page,no
12154,control,old page,no
12809,control,old page,no
12740,control,old page,no
20483,treatment,new page,no
20893,treatment,new page,yes
11876,control,old page,no
12611,control,old page,no
22083,treatment,new page,no
21768,treatment,new page,no
12462,control,old page,no
22228,treatment,new page,no
11939,control,old page,no
13124,control,old page,no
13301,control,old page,yes
22073,treatment,new page,no
21775,treatment,new page,yes
12362,control,old page,no
12485,control,old page,no
13091,control,old page,no
12039,control,old page,no
11934,control,old page,yes
13375,control,old page,no
13182,control,old page,no
12367,control,old page,yes
21893,treatment,new page,yes
21337,treatment,new page,no
22341,treatment,new page,yes
12985,control,old page,no
13339,control,old page,yes
12108,control,old page,no
12473,control,old page,no
13443,control,old page,no
21650,treatment,new page,no
12233,control,old page,no
12689,control,old page,no
21763,treatment,new page,no
12261,control,old page,no
19659,treatment,new page,no
12020,control,old page,no
20840,treatment,new page,no
21213,treatment,new page,yes
13420,control,old page,yes
12102,control,old page,no
13221,control,old page,no
21394,treatment,new page,no
19770,treatment,new page,no
21045,treatment,new page,no
13190,control,old page,no
20301,treatment,new page,no
19624,treatment,new page,no
12141,control,old page,no
20336,treatment,new page,no
12538,control,old page,no
22344,treatment,new page,yes
20623,treatment,new page,no
20756,treatment,new page,no
12658,control,old page,yes
12084,control,old page,no
12358,control,old page,no
21233,treatment,new page,no
21074,treatment,new page,no
12832,control,old page,no
12800,control,old page,no
13408,control,old page,no
19693,treatment,new page,no
13103,control,old page,yes
11995,control,old page,no
19123,treatment,new page,yes
13377,control,old page,no
12090,control,old page,no
21914,treatment,new page,yes
13293,control,old page,yes
18940,treatment,new page,no
20442,treatment,new page,no
21148,treatment,new page,yes
12276,control,old page,no
22165,treatment,new page,no
22117,treatment,new page,no
19860,treatment,new page,no
19248,treatment,new page,no
13113,control,old page,no
13169,control,old page,no
20129,treatment,new page,yes
22283,treatment,new page,no
13422,control,old page,no
13416,control,old page,no
19674,treatment,new page,yes
20308,treatment,new page,yes
12139,control,old page,no
20305,treatment,new page,no
12059,control,old page,no
21431,treatment,new page,no
19965,treatment,new page,yes
21519,treatment,new page,no
12404,control,old page,no
21172,treatment,new page,yes
22220,treatment,new page,no
20828,treatment,new page,no
12729,control,old page,no
13366,control,old page,no
13041,control,old page,no
20889,treatment,new page,no
12744,control,old page,no
12767,control,old page,no
13448,control,old page,no
19829,treatment,new page,yes
20717,treatment,new page,no
12662,control,old page,no
21036,treatment,new page,no
12165,control,old page,no
13012,control,old page,no
12879,control,old page,no
12488,control,old page,no
21985,treatment,new page,no
12160,control,old page,no
12928,control,old page,no
11964,control,old page,no
12415,control,old page,yes
12569,control,old page,no
19214,treatment,new page,yes
19578,treatment,new page,yes
21428,treatment,new page,no
11894,control,old page,no
19530,treatment,new page,no
12780,control,old page,yes
13178,control,old page,no
21871,treatment,new page,no
12363,control,old page,no
21136,treatment,new page,no
20293,treatment,new page,no
21630,treatment,new page,no
12997,control,old page,no
12834,control,old page,no
12158,control,old page,no
12551,control,old page,yes
13178,control,old page,no
20753,treatment,new page,no
22444,treatment,new page,yes
12976,control,old page,no
13208,control,old page,no
19118,treatment,new page,yes
13212,control,old page,no
20544,treatment,new page,no
11885,control,old page,yes
18964,treatment,new page,no
12731,control,old page,no
12823,control,old page,yes
13070,control,old page,no
12644,control,old page,no
11962,control,old page,yes
12579,control,old page,no
13046,control,old page,no
11924,control,old page,no
12634,control,old page,no
22317,treatment,new page,yes
11988,control,old page,no
13409,control,old page,no
11971,control,old page,no
20997,treatment,new page,no
11941,control,old page,no
12633,control,old page,yes
13354,control,old page,no
18891,treatment,new page,no
12166,control,old page,yes
13249,control,old page,no
12100,control,old page,no
12317,control,old page,no
21806,treatment,new page,no
21100,treatment,new page,no
20671,treatment,new page,no
12917,control,old page,no
21737,treatment,new page,no
19166,treatment,new page,yes
22291,treatment,new page,no
20845,treatment,new page,no
21002,treatment,new page,no
18913,treatment,new page,no
12006,control,old page,yes
12336,control,old page,no
20536,treatment,new page,no
18966,treatment,new page,no
20317,treatment,new page,no
12018,control,old page,no
12132,control,old page,no
12100,control,old page,no
20580,treatment,new page,no
12287,control,old page,no
12600,control,old page,no
21404,treatment,new page,no
20501,treatment,new page,yes
19944,treatment,new page,no
12588,control,old page,no
20387,treatment,new page,no
20283,treatment,new page,no
20570,treatment,new page,no
21879,treatment,new page,no
12177,control,old page,no
12196,control,old page,no
12583,control,old page,no
12843,control,old page,no
21756,treatment,new page,no
12246,control,old page,no
12113,control,old page,no
12953,control,old page,no
12241,control,old page,yes
20770,treatment,new page,no
13356,control,old page,no
13027,control,old page,yes
21084,treatment,new page,no
12321,control,old page,no
13055,control,old page,no
19676,treatment,new page,no
12185,control,old page,yes
13083,control,old page,yes
11955,control,old page,no
12855,control,old page,no
22257,treatment,new page,yes
12062,control,old page,yes
19426,treatment,new page,no
18879,treatment,new page,yes
21543,treatment,new page,no
13433,control,old page,yes
11962,control,old page,yes
13163,control,old page,no
12442,control,old page,yes
13165,control,old page,no
12909,control,old page,yes
12881,control,old page,no
13396,control,old page,no
13355,control,old page,yes
12968,control,old page,yes
13063,control,old page,no
13426,control,old page,no
21341,treatment,new page,no
19566,treatment,new page,no
19708,treatment,new page,yes
19140,treatment,new page,no
20710,treatment,new page,yes
13375,control,old page,yes
12880,control,old page,no
12413,control,old page,no
22105,treatment,new page,yes
12471,control,old page,yes
20613,treatment,new page,no
20024,treatment,new page,yes
22170,treatment,new page,no
12256,control,old page,no
21534,treatment,new page,yes
12308,control,old page,no
22016,treatment,new page,no
13156,control,old page,no
12399,control,old page,yes
20310,treatment,new page,no
20279,treatment,new page,yes
12120,control,old page,no
19411,treatment,new page,yes
11924,control,old page,yes
20086,treatment,new page,yes
12862,control,old page,no
20859,treatment,new page,yes
12534,control,old page,yes
19874,treatment,new page,yes
12521,control,old page,no
21271,treatment,new page,no
12926,control,old page,no
21861,treatment,new page,yes
11923,control,old page,no
19491,treatment,new page,no
21334,treatment,new page,no
19209,treatment,new page,no
21761,treatment,new page,no
13251,control,old page,no
21982,treatment,new page,no
12595,control,old page,no
19818,treatment,new page,no
20560,treatment,new page,no
20430,treatment,new page,no
12078,control,old page,no
19038,treatment,new page,no
11973,control,old page,no
12949,control,old page,no
12334,control,old page,no
12490,control,old page,no
19081,treatment,new page,yes
12136,control,old page,yes
13240,control,old page,yes
13047,control,old page,yes
19407,treatment,new page,no
13429,control,old page,yes
19187,treatment,new page,no
12507,control,old page,no
12690,control,old page,no
19645,treatment,new page,yes
11921,control,old page,no
11922,control,old page,no
21787,treatment,new page,yes
12479,control,old page,yes
12355,control,old page,no
18947,treatment,new page,no
13075,control,old page,yes
12138,control,old page,yes
13019,control,old page,no
19903,treatment,new page,yes
19778,treatment,new page,yes
20645,treatment,new page,no
13085,control,old page,no
12073,control,old page,no
13214,control,old page,yes
13005,control,old page,no
20718,treatment,new page,yes
19730,treatment,new page,no
19224,treatment,new page,no
19204,treatment,new page,no
12977,control,old page,yes
19327,treatment,new page,no
12674,control,old page,no
19048,treatment,new page,no
19052,treatment,new page,no
12700,control,old page,no
21963,treatment,new page,no
12188,control,old page,yes
20332,treatment,new page,no
12727,control,old page,no
21030,treatment,new page,yes
12555,control,old page,yes
21867,treatment,new page,no
20701,treatment,new page,yes
20683,treatment,new page,yes
12901,control,old page,no
21471,treatment,new page,no
12139,control,old page,no
13038,control,old page,no
21313,treatment,new page,no
19650,treatment,new page,no
12646,control,old page,no
20927,treatment,new page,no
13059,control,old page,no
20966,treatment,new page,no
22055,treatment,new page,no
19223,treatment,new page,no
19011,treatment,new page,yes
13037,control,old page,no
20159,treatment,new page,no
21052,treatment,new page,yes
12079,control,old page,no
13272,control,old page,no
12556,control,old page,no
13047,control,old page,yes
12737,control,old page,no
20455,treatment,new page,no
12048,control,old page,no
12512,control,old page,no
12054,control,old page,no
22454,treatment,new page,no
19335,treatment,new page,no
19188,treatment,new page,no
21777,treatment,new page,no
12312,control,old page,no
20900,treatment,new page,no
22298,treatment,new page,no
19246,treatment,new page,yes
19488,treatment,new page,no
21091,treatment,new page,no
12682,control,old page,no
20412,treatment,new page,no
12026,control,old page,no
21320,treatment,new page,no
12155,control,old page,no
13014,control,old page,no
12892,control,old page,no
21443,treatment,new page,no
12631,control,old page,yes
12509,control,old page,yes
18920,treatment,new page,no
12340,control,old page,no
22064,treatment,new page,yes
12591,control,old page,no
21958,treatment,new page,no
12923,control,old page,no
12787,control,old page,no
12311,control,old page,no
12357,control,old page,no
22370,treatment,new page,no
13387,control,old page,no
19901,treatment,new page,no
22009,treatment,new page,no
21549,treatment,new page,no
12234,control,old page,no
12639,control,old page,no
12822,control,old page,no
18903,treatment,new page,no
21110,treatment,new page,no
20401,treatment,new page,no
19388,treatment,new page,yes
13244,control,old page,no
13056,control,old page,no
13183,control,old page,yes
13309,control,old page,no
21796,treatment,new page,no
12966,control,old page,no
12033,control,old page,yes
22001,treatment,new page,no
19197,treatment,new page,yes
20238,treatment,new page,no
13021,control,old page,yes
12905,control,old page,no
13390,control,old page,no
19180,treatment,new page,no
12666,control,old page,no
12768,control,old page,no
19117,treatment,new page,yes
19416,treatment,new page,yes
13044,control,old page,no
12368,control,old page,yes
12318,control,old page,yes
13282,control,old page,yes
13089,control,old page,no
12668,control,old page,yes
21035,treatment,new page,no
20994,treatment,new page,no
19869,treatment,new page,no
13186,control,old page,yes
12036,control,old page,no
21033,treatment,new page,no
12785,control,old page,no
21491,treatment,new page,no
19506,treatment,new page,yes
13028,control,old page,no
21105,treatment,new page,yes
18952,treatment,new page,yes
21927,treatment,new page,no
18968,treatment,new page,no
20366,treatment,new page,yes
21125,treatment,new page,no
13403,control,old page,no
20146,treatment,new page,no
13055,control,old page,no
21746,treatment,new page,no
21626,treatment,new page,no
13446,control,old page,no
12495,control,old page,yes
12205,control,old page,no
19590,treatment,new page,no
20836,treatment,new page,yes
21833,treatment,new page,yes
12555,control,old page,yes
21765,treatment,new page,yes
21503,treatment,new page,yes
12493,control,old page,no
12390,control,old page,no
22432,treatment,new page,no
11998,control,old page,no
12055,control,old page,no
12954,control,old page,no
12792,control,old page,no
12237,control,old page,no
12899,control,old page,yes
21655,treatment,new page,yes
12707,control,old page,no
22138,treatment,new page,no
21438,treatment,new page,no
12239,control,old page,yes
21064,treatment,new page,no
12398,control,old page,yes
21602,treatment,new page,no
12716,control,old page,no
13303,control,old page,no
13167,control,old page,no
12604,control,old page,no
21780,treatment,new page,no
18981,treatment,new page,no
12431,control,old page,no
12601,control,old page,no
13312,control,old page,no
20973,treatment,new page,yes
19176,treatment,new page,no
12585,control,old page,yes
12720,control,old page,yes
12253,control,old page,no
21474,treatment,new page,no
19532,treatment,new page,no
13255,control,old page,no
12218,control,old page,yes
12931,control,old page,no
20749,treatment,new page,yes
22187,treatment,new page,no
20843,treatment,new page,yes
19057,treatment,new page,yes
12395,control,old page,yes
12874,control,old page,no
19915,treatment,new page,no
20611,treatment,new page,yes
20124,treatment,new page,yes
20259,treatment,new page,yes
21623,treatment,new page,no
12153,control,old page,yes
19773,treatment,new page,no
12677,control,old page,no
21142,treatment,new page,no
22266,treatment,new page,no
12470,control,old page,yes
20708,treatment,new page,no
13187,control,old page,no
20435,treatment,new page,no
12697,control,old page,no
11935,control,old page,no
13384,control,old page,no
21237,treatment,new page,no
19994,treatment,new page,no
22399,treatment,new page,yes
21418,treatment,new page,no
13169,control,old page,no
21967,treatment,new page,no
20298,treatment,new page,yes
19935,treatment,new page,yes
20915,treatment,new page,no
11930,control,old page,no
21862,treatment,new page,no
12295,control,old page,no
21207,treatment,new page,no
12133,control,old page,no
11958,control,old page,no
13373,control,old page,no
12409,control,old page,no
20218,treatment,new page,no
13405,control,old page,yes
21643,treatment,new page,yes
21290,treatment,new page,no
21300,treatment,new page,no
12534,control,old page,no
20713,treatment,new page,no
12505,control,old page,yes
20524,treatment,new page,yes
12177,control,old page,yes
12217,control,old page,no
12508,control,old page,yes
12645,control,old page,no
12778,control,old page,no
12227,control,old page,yes
21119,treatment,new page,no
12424,control,old page,no
12774,control,old page,no
20954,treatment,new page,no
21977,treatment,new page,yes
20147,treatment,new page,no
12638,control,old page,yes
21192,treatment,new page,no
13364,control,old page,yes
12022,control,old page,no
13421,control,old page,no
19636,treatment,new page,no
22038,treatment,new page,yes
13268,control,old page,yes
20698,treatment,new page,no
11905,control,old page,no
12080,control,old page,yes
11996,control,old page,no
11951,control,old page,no
12557,control,old page,yes
13232,control,old page,yes
19623,treatment,new page,yes
12333,control,old page,no
19951,treatment,new page,no
20334,treatment,new page,no
19414,treatment,new page,no
19756,treatment,new page,no
22230,treatment,new page,yes
21476,treatment,new page,no
21057,treatment,new page,no
13307,control,old page,no
22201,treatment,new page,yes
12935,control,old page,no
22271,treatment,new page,no
13427,control,old page,no
13360,control,old page,no
12897,control,old page,no
22365,treatment,new page,yes
13345,control,old page,no
13111,control,old page,yes
12473,control,old page,no
13214,control,old page,yes
19400,treatment,new page,no
13271,control,old page,no
12870,control,old page,no
13004,control,old page,yes
21731,treatment,new page,no
20801,treatment,new page,no
19609,treatment,new page,no
13188,control,old page,yes
12349,control,old page,yes
13371,control,old page,no
19476,treatment,new page,yes
12965,control,old page,no
20202,treatment,new page,no
12344,control,old page,yes
12711,control,old page,yes
21794,treatment,new page,no
20019,treatment,new page,no
21007,treatment,new page,yes
21943,treatment,new page,yes
12369,control,old page,no
21811,treatment,new page,no
19946,treatment,new page,no
19614,treatment,new page,yes
20183,treatment,new page,no
13248,control,old page,no
22196,treatment,new page,no
12666,control,old page,yes
13184,control,old page,no
12681,control,old page,yes
19077,treatment,new page,no
12349,control,old page,no
12142,control,old page,no
13009,control,old page,no
20944,treatment,new page,no
12919,control,old page,no
11881,control,old page,yes
21826,treatment,new page,yes
20513,treatment,new page,no
13083,control,old page,yes
12864,control,old page,no
21348,treatment,new page,no
19564,treatment,new page,no
13177,control,old page,no
20960,treatment,new page,no
21645,treatment,new page,yes
19489,treatment,new page,no
11958,control,old page,no
11960,control,old page,no
22167,treatment,new page,yes
11885,control,old page,no
13451,control,old page,no
20318,treatment,new page,yes
13280,control,old page,yes
19987,treatment,new page,no
20071,treatment,new page,no
12492,control,old page,no
12284,control,old page,no
13195,control,old page,no
19431,treatment,new page,no
12629,control,old page,yes
22425,treatment,new page,no
20636,treatment,new page,no
20850,treatment,new page,no
13142,control,old page,no
13297,control,old page,no
13290,control,old page,yes
19734,treatment,new page,no
13404,control,old page,yes
19322,treatment,new page,no
12636,control,old page,no
12785,control,old page,no
11937,control,old page,no
20666,treatment,new page,no
19417,treatment,new page,no
20240,treatment,new page,no
12117,control,old page,no
12083,control,old page,yes
19959,treatment,new page,no
12850,control,old page,no
21939,treatment,new page,no
13407,control,old page,yes
20867,treatment,new page,no
22416,treatment,new page,yes
12147,control,old page,no
12398,control,old page,no
21440,treatment,new page,yes
12838,control,old page,no
12035,control,old page,no
21173,treatment,new page,no
21197,treatment,new page,no
19467,treatment,new page,no
12094,control,old page,yes
12192,control,old page,no
21272,treatment,new page,no
19262,treatment,new page,no
19672,treatment,new page,no
13112,control,old page,no
11984,control,old page,yes
20886,treatment,new page,yes
19253,treatment,new page,no
19503,treatment,new page,no
19547,treatment,new page,no
12103,control,old page,yes
12684,control,old page,no
20389,treatment,new page,no
20236,treatment,new page,no
12385,control,old page,no
20204,treatment,new page,yes
20242,treatment,new page,no
13156,control,old page,no
12014,control,old page,no
12268,control,old page,yes
20553,treatment,new page,no
19640,treatment,new page,no
12990,control,old page,no
13134,control,old page,no
12377,control,old page,no
12563,control,old page,no
13165,control,old page,no
21996,treatment,new page,yes
21218,treatment,new page,no
21755,treatment,new page,no
20375,treatment,new page,yes
19541,treatment,new page,no
21040,treatment,new page,no
11975,control,old page,no
21095,treatment,new page,no
13420,control,old page,no
12008,control,old page,no
21154,treatment,new page,no
13224,control,old page,no
20199,treatment,new page,no
12649,control,old page,yes
21339,treatment,new page,yes
19106,treatment,new page,no
12296,control,old page,yes
12426,control,old page,no
12782,control,old page,no
12587,control,old page,no
12219,control,old page,no
21539,treatment,new page,no
12947,control,old page,yes
12237,control,old page,no
20349,treatment,new page,no
12857,control,old page,no
20819,treatment,new page,yes
13321,control,old page,no
21358,treatment,new page,yes
11950,control,old page,no
20337,treatment,new page,no
19477,treatment,new page,no
12735,control,old page,no
12996,control,old page,no
22214,treatment,new page,no
12769,control,old page,yes
12514,control,old page,no
12866,control,old page,yes
13154,control,old page,no
20619,treatment,new page,no
22168,treatment,new page,no
21684,treatment,new page,no
13039,control,old page,no
20949,treatment,new page,yes
20315,treatment,new page,yes
13100,control,old page,no
20992,treatment,new page,no
12106,control,old page,no
13373,control,old page,no
20807,treatment,new page,no
12348,control,old page,no
11896,control,old page,no
12499,control,old page,yes
12322,control,old page,no
11991,control,old page,yes
19912,treatment,new page,yes
12236,control,old page,no
20406,treatment,new page,yes
13127,control,old page,no
19607,treatment,new page,no
19982,treatment,new page,no
12610,control,old page,yes
19561,treatment,new page,no
12529,control,old page,no
11933,control,old page,yes
13305,control,old page,no
13223,control,old page,no
21486,treatment,new page,no
12027,control,old page,no
21575,treatment,new page,yes
12255,control,old page,no
12808,control,old page,no
13082,control,old page,no
12948,control,old page,yes
12379,control,old page,no
12960,control,old page,no
20558,treatment,new page,no
12636,control,old page,no
13192,control,old page,yes
20233,treatment,new page,yes
12548,control,old page,yes
20978,treatment,new page,no
12016,control,old page,no
19299,treatment,new page,yes
20245,treatment,new page,no
13015,control,old page,no
12820,control,old page,no
19828,treatment,new page,yes
12752,control,old page,yes
19364,treatment,new page,no
19520,treatment,new page,no
13119,control,old page,no
13397,control,old page,no
12046,control,old page,no
19409,treatment,new page,no
12795,control,old page,yes
12585,control,old page,no
13328,control,old page,no
21257,treatment,new page,yes
12244,control,old page,no
19310,treatment,new page,yes
12942,control,old page,no
20816,treatment,new page,no
12605,control,old page,no
13433,control,old page,no
12285,control,old page,no
20365,treatment,new page,no
20443,treatment,new page,no
19301,treatment,new page,yes
12679,control,old page,no
19317,treatment,new page,no
13139,control,old page,no
18877,treatment,new page,no
20165,treatment,new page,no
21460,treatment,new page,no
13145,control,old page,no
20214,treatment,new page,no
11957,control,old page,no
13435,control,old page,no
12280,control,old page,no
12755,control,old page,no
11926,control,old page,no
19517,treatment,new page,no
12222,control,old page,yes
21416,treatment,new page,no
13188,control,old page,yes
13323,control,old page,no
19966,treatment,new page,no
22173,treatment,new page,no
12132,control,old page,no
22290,treatment,new page,no
22274,treatment,new page,yes
12099,control,old page,no
20982,treatment,new page,yes
12198,control,old page,no
22172,treatment,new page,no
19342,treatment,new page,no
13344,control,old page,yes
12763,control,old page,no
19412,treatment,new page,no
19864,treatment,new page,no
19975,treatment,new page,no
12121,control,old page,no
20515,treatment,new page,no
21242,treatment,new page,no
12568,control,old page,no
12387,control,old page,yes
12540,control,old page,yes
11904,control,old page,yes
13289,control,old page,no
12830,control,old page,yes
12761,control,old page,no
12832,control,old page,no
12836,control,old page,no
21346,treatment,new page,no
12656,control,old page,no
13100,control,old page,no
19161,treatment,new page,no
20112,treatment,new page,yes
12597,control,old page,no
12745,control,old page,no
19621,treatment,new page,no
13098,control,old page,yes
12024,control,old page,no
20011,treatment,new page,no
22235,treatment,new page,yes
12432,control,old page,no
20014,treatment,new page,no
22375,treatment,new page,no
12941,control,old page,yes
13017,control,old page,yes
20178,treatment,new page,yes
12407,control,old page,no
22004,treatment,new page,no
12907,control,old page,no
12920,control,old page,no
12223,control,old page,yes
21329,treatment,new page,yes
20134,treatment,new page,no
13327,control,old page,no
12246,control,old page,no
12709,control,old page,no
13143,control,old page,no
19315,treatment,new page,no
22054,treatment,new page,no
20436,treatment,new page,yes
22149,treatment,new page,no
12895,control,old page,yes
20908,treatment,new page,no
21970,treatment,new page,yes
22086,treatment,new page,no
19809,treatment,new page,no
12383,control,old page,no
12210,control,old page,yes
21366,treatment,new page,no
20811,treatment,new page,yes
20961,treatment,new page,no
12004,control,old page,yes
11882,control,old page,no
12976,control,old page,yes
13022,control,old page,no
19436,treatment,new page,no
21830,treatment,new page,yes
13070,control,old page,yes
12591,control,old page,no
13325,control,old page,no
12594,control,old page,yes
20060,treatment,new page,no
12612,control,old page,no
11900,control,old page,yes
12426,control,old page,no
12863,control,old page,no
20471,treatment,new page,no
19529,treatment,new page,no
12696,control,old page,no
19019,treatment,new page,yes
20359,treatment,new page,no
13437,control,old page,no
21120,treatment,new page,yes
12652,control,old page,no
12844,control,old page,yes
13345,control,old page,no
13120,control,old page,no
12951,control,old page,no
12451,control,old page,no
19202,treatment,new page,no
18928,treatment,new page,no
12372,control,old page,yes
12747,control,old page,no
21495,treatment,new page,yes
12952,control,old page,no
12793,control,old page,no
12969,control,old page,no
13346,control,old page,no
20469,treatment,new page,no
13051,control,old page,no
12439,control,old page,no
12749,control,old page,no
13120,control,old page,no
19460,treatment,new page,no
22233,treatment,new page,no
13295,control,old page,no
20907,treatment,new page,no
12400,control,old page,no
21512,treatment,new page,yes
20118,treatment,new page,no
12875,control,old page,no
19788,treatment,new page,no
20144,treatment,new page,no
13383,control,old page,yes
20785,treatment,new page,yes
12979,control,old page,no
12418,control,old page,no
20602,treatment,new page,yes
11925,control,old page,yes
22338,treatment,new page,no
19134,treatment,new page,no
19029,treatment,new page,no
19043,treatment,new page,no
12013,control,old page,no
12371,control,old page,no
12690,control,old page,no
13019,control,old page,no
21021,treatment,new page,no
12939,control,old page,yes
13162,control,old page,no
19484,treatment,new page,yes
12051,control,old page,no
22440,treatment,new page,no
20932,treatment,new page,no
19423,treatment,new page,yes
13425,control,old page,no
19667,treatment,new page,no
19542,treatment,new page,yes
12515,control,old page,no
12503,control,old page,no
12116,control,old page,no
21946,treatment,new page,no
12279,control,old page,no
19765,treatment,new page,no
12455,control,old page,no
12388,control,old page,no
12146,control,old page,no
13150,control,old page,yes
22244,treatment,new page,no
12327,control,old page,no
19927,treatment,new page,no
13025,control,old page,no
12435,control,old page,no
19872,treatment,new page,no
13380,control,old page,yes
12330,control,old page,yes
18917,treatment,new page,yes
13076,control,old page,no
11945,control,old page,no
12330,control,old page,yes
12924,control,old page,no
21060,treatment,new page,no
13146,control,old page,no
20464,treatment,new page,yes
22085,treatment,new page,yes
12277,control,old page,no
12755,control,old page,no
19069,treatment,new page,yes
12613,control,old page,no
13334,control,old page,yes
12129,control,old page,no
12382,control,old page,no
12735,control,old page,yes
13043,control,old page,no
12042,control,old page,no
12878,control,old page,yes
21368,treatment,new page,no
11984,control,old page,no
13216,control,old page,yes
12411,control,old page,no
20835,treatment,new page,yes
12373,control,old page,no
21924,treatment,new page,no
12134,control,old page,yes
21177,treatment,new page,yes
20033,treatment,new page,no
19669,treatment,new page,no
19257,treatment,new page,yes
13088,control,old page,no
12607,control,old page,no
