id,group,pdp_page,engagement_time
28888,treatment,new page,1.5
25827,control,old page,2.5
34011,treatment,new page,1.5
14133,control,old page,2
17333,control,old page,2
15598,control,old page,2
30448,treatment,new page,1.5
34526,treatment,new page,1
18713,control,old page,2.5
18669,control,old page,2
18592,control,old page,2.5
18660,control,old page,2.5
23451,control,old page,2.5
29914,treatment,new page,1
33787,treatment,new page,1
33782,treatment,new page,1
28955,treatment,new page,1.5
16221,control,old page,2.5
32505,treatment,new page,1.5
23361,control,old page,2.5
24365,control,old page,2
33881,treatment,new page,1
19583,control,old page,2
27113,treatment,new page,1
32863,treatment,new page,1.5
34535,treatment,new page,1
30358,treatment,new page,1.5
30210,treatment,new page,1
24397,control,old page,2
21125,control,old page,2
18906,control,old page,2.5
20166,control,old page,2.5
27238,treatment,new page,1
27032,treatment,new page,1
33303,treatment,new page,1.5
31886,treatment,new page,1.5
13196,control,old page,2
31519,treatment,new page,1
12640,control,old page,2.5
13900,control,old page,2.5
19924,control,old page,2
14411,control,old page,2.5
15684,control,old page,2
13868,control,old page,2
14590,control,old page,2
18082,control,old page,2
31411,treatment,new page,1.5
19157,control,old page,2.5
30304,treatment,new page,1.5
14868,control,old page,2
26185,treatment,new page,1.5
29184,treatment,new page,1
31012,treatment,new page,1
26602,treatment,new page,1.5
32321,treatment,new page,1
23895,control,old page,2.5
19359,control,old page,2.5
23178,control,old page,2
17674,control,old page,2.5
20036,control,old page,2
29054,treatment,new page,1.5
24926,control,old page,2
32236,treatment,new page,1
13815,control,old page,2.5
32007,treatment,new page,1
19892,control,old page,2
21546,control,old page,2.5
28023,treatment,new page,1
29072,treatment,new page,1
17898,control,old page,2.5
22169,control,old page,2.5
18297,control,old page,2
15267,control,old page,2
24979,control,old page,2
30129,treatment,new page,1.5
28103,treatment,new page,1.5
30080,treatment,new page,1
28619,treatment,new page,1
27709,treatment,new page,1
30241,treatment,new page,1.5
14854,control,old page,2.5
27817,treatment,new page,1
21398,control,old page,2.5
27678,treatment,new page,1
24226,control,old page,2
20260,control,old page,2.5
21084,control,old page,2
26481,treatment,new page,1
16629,control,old page,2
22626,control,old page,2.5
17943,control,old page,2
31174,treatment,new page,1.5
26934,treatment,new page,1.5
33531,treatment,new page,1.5
15303,control,old page,2.5
30519,treatment,new page,1
32469,treatment,new page,1.5
25011,control,old page,2
33679,treatment,new page,1.5
27418,treatment,new page,1
23998,control,old page,2
20556,control,old page,2
26391,treatment,new page,1
26432,treatment,new page,1.5
34387,treatment,new page,1.5
21578,control,old page,2.5
16526,control,old page,2.5
19704,control,old page,2
26418,treatment,new page,1
17158,control,old page,2
18956,control,old page,2.5
18436,control,old page,2.5
29282,treatment,new page,1.5
25387,control,old page,2.5
31882,treatment,new page,1.5
27539,treatment,new page,1
12990,control,old page,2.5
18637,control,old page,2.5
31573,treatment,new page,1.5
20148,control,old page,2.5
33043,treatment,new page,1.5
34038,treatment,new page,1.5
34558,treatment,new page,1.5
18942,control,old page,2.5
25719,control,old page,2
22514,control,old page,2.5
13976,control,old page,2.5
33029,treatment,new page,1.5
28529,treatment,new page,1.5
28520,treatment,new page,1.5
28493,treatment,new page,1
16800,control,old page,2.5
34203,treatment,new page,1
25082,control,old page,2.5
27879,treatment,new page,1.5
21636,control,old page,2
15379,control,old page,2
19000,control,old page,2.5
26588,treatment,new page,1
16759,control,old page,2
20013,control,old page,2
15204,control,old page,2.5
27991,treatment,new page,1.5
27933,treatment,new page,1
15253,control,old page,2
26624,treatment,new page,1
25997,treatment,new page,1
31165,treatment,new page,1.5
15536,control,old page,2.5
18848,control,old page,2.5
21734,control,old page,2.5
14644,control,old page,2
22967,control,old page,2
19090,control,old page,2.5
15867,control,old page,2.5
27772,treatment,new page,1
16199,control,old page,2
23931,control,old page,2.5
25311,control,old page,2.5
31774,treatment,new page,1
21219,control,old page,2
13640,control,old page,2
18234,control,old page,2.5
34029,treatment,new page,1
22877,control,old page,2
21510,control,old page,2.5
13053,control,old page,2.5
26409,treatment,new page,1.5
24545,control,old page,2.5
18938,control,old page,2.5
14872,control,old page,2.5
22819,control,old page,2.5
32953,treatment,new page,1
14384,control,old page,2.5
14482,control,old page,2.5
32554,treatment,new page,1.5
19646,control,old page,2
21564,control,old page,2.5
20098,control,old page,2.5
14370,control,old page,2
24818,control,old page,2
30878,treatment,new page,1
30663,treatment,new page,1
31380,treatment,new page,1.5
31711,treatment,new page,1.5
32473,treatment,new page,1.5
18382,control,old page,2.5
19870,control,old page,2.5
29771,treatment,new page,1.5
28991,treatment,new page,1.5
23603,control,old page,2.5
18606,control,old page,2.5
16257,control,old page,2
23124,control,old page,2.5
20919,control,old page,2.5
23169,control,old page,2
27108,treatment,new page,1
23464,control,old page,2.5
29170,treatment,new page,1.5
33078,treatment,new page,1
20937,control,old page,2
16087,control,old page,2
22313,control,old page,2.5
31837,treatment,new page,1.5
23585,control,old page,2.5
22940,control,old page,2.5
29336,treatment,new page,1.5
33639,treatment,new page,1
24298,control,old page,2
30335,treatment,new page,1
15625,control,old page,2
21524,control,old page,2
31111,treatment,new page,1
24347,control,old page,2
25746,control,old page,2
16253,control,old page,2.5
33733,treatment,new page,1
34432,treatment,new page,1.5
29551,treatment,new page,1
19466,control,old page,2.5
30582,treatment,new page,1
24805,control,old page,2
28126,treatment,new page,1
15607,control,old page,2.5
18306,control,old page,2
26768,treatment,new page,1
17638,control,old page,2.5
21004,control,old page,2.5
25800,control,old page,2.5
19771,control,old page,2.5
18019,control,old page,2
19596,control,old page,2
23993,control,old page,2
24356,control,old page,2.5
33545,treatment,new page,1.5
13254,control,old page,2
13882,control,old page,2
22532,control,old page,2
22676,control,old page,2
16401,control,old page,2.5
32133,treatment,new page,1.5
32299,treatment,new page,1
33482,treatment,new page,1.5
12882,control,old page,2.5
26239,treatment,new page,1
23339,control,old page,2
18821,control,old page,2
23312,control,old page,2
18799,control,old page,2
34257,treatment,new page,1.5
20318,control,old page,2
15742,control,old page,2
13008,control,old page,2
22214,control,old page,2.5
23213,control,old page,2.5
30286,treatment,new page,1
16266,control,old page,2
34266,treatment,new page,1
34262,treatment,new page,1
23222,control,old page,2
28852,treatment,new page,1
14953,control,old page,2
28776,treatment,new page,1.5
33334,treatment,new page,1.5
34280,treatment,new page,1.5
14550,control,old page,2
21367,control,old page,2.5
17848,control,old page,2
18400,control,old page,2
20493,control,old page,2
27382,treatment,new page,1.5
15482,control,old page,2.5
12631,control,old page,2.5
22223,control,old page,2
15352,control,old page,2
13729,control,old page,2
12708,control,old page,2.5
24764,control,old page,2.5
34123,treatment,new page,1
24173,control,old page,2
19834,control,old page,2
21999,control,old page,2
24070,control,old page,2.5
28525,treatment,new page,1
24598,control,old page,2
22035,control,old page,2
15020,control,old page,2.5
22487,control,old page,2.5
26633,treatment,new page,1.5
28162,treatment,new page,1
14196,control,old page,2
20170,control,old page,2
32433,treatment,new page,1
30564,treatment,new page,1.5
24970,control,old page,2.5
26450,treatment,new page,1
13927,control,old page,2.5
26400,treatment,new page,1.5
31761,treatment,new page,1
27386,treatment,new page,1.5
12681,control,old page,2
21102,control,old page,2
28211,treatment,new page,1.5
17306,control,old page,2.5
22331,control,old page,2.5
17181,control,old page,2
17051,control,old page,2.5
26844,treatment,new page,1
18467,control,old page,2
18933,control,old page,2
15491,control,old page,2
15979,control,old page,2.5
12591,control,old page,2.5
21716,control,old page,2.5
19933,control,old page,2
20067,control,old page,2
20076,control,old page,2.5
32169,treatment,new page,1
33092,treatment,new page,1
20175,control,old page,2.5
22429,control,old page,2.5
15787,control,old page,2
17149,control,old page,2
20860,control,old page,2
14859,control,old page,2.5
25374,control,old page,2
15294,control,old page,2
29547,treatment,new page,1
25670,control,old page,2.5
19565,control,old page,2.5
14155,control,old page,2
15890,control,old page,2
20623,control,old page,2
29820,treatment,new page,1
20233,control,old page,2
26055,treatment,new page,1.5
26790,treatment,new page,1.5
22339,control,old page,2.5
17656,control,old page,2
27848,treatment,new page,1.5
18579,control,old page,2
14577,control,old page,2
16979,control,old page,2
21699,control,old page,2
26826,treatment,new page,1.5
13962,control,old page,2.5
32146,treatment,new page,1.5
30483,treatment,new page,1.5
17508,control,old page,2
15679,control,old page,2.5
14290,control,old page,2
27906,treatment,new page,1
24464,control,old page,2
19332,control,old page,2
12694,control,old page,2.5
20426,control,old page,2.5
13353,control,old page,2
21784,control,old page,2
13573,control,old page,2.5
17355,control,old page,2
29493,treatment,new page,1.5
23680,control,old page,2
19417,control,old page,2
24589,control,old page,2
14469,control,old page,2
14684,control,old page,2
13918,control,old page,2.5
23146,control,old page,2.5
34329,treatment,new page,1
27055,treatment,new page,1
32559,treatment,new page,1.5
28650,treatment,new page,1
26781,treatment,new page,1.5
15285,control,old page,2.5
13994,control,old page,2.5
32617,treatment,new page,1
29645,treatment,new page,1
30515,treatment,new page,1.5
14608,control,old page,2
34477,treatment,new page,1
12645,control,old page,2
30197,treatment,new page,1.5
21707,control,old page,2
16898,control,old page,2.5
28722,treatment,new page,1.5
23949,control,old page,2
34490,treatment,new page,1
21515,control,old page,2.5
20004,control,old page,2.5
34347,treatment,new page,1
13371,control,old page,2
27090,treatment,new page,1
28466,treatment,new page,1.5
31680,treatment,new page,1
22241,control,old page,2
26454,treatment,new page,1.5
28121,treatment,new page,1
18238,control,old page,2
32563,treatment,new page,1
32877,treatment,new page,1.5
30743,treatment,new page,1
32249,treatment,new page,1
16822,control,old page,2
27763,treatment,new page,1.5
22694,control,old page,2.5
32030,treatment,new page,1.5
29022,treatment,new page,1.5
17037,control,old page,2
29753,treatment,new page,1
21985,control,old page,2.5
13644,control,old page,2
14536,control,old page,2
22635,control,old page,2.5
27942,treatment,new page,1
12976,control,old page,2.5
16230,control,old page,2.5
30161,treatment,new page,1.5
27122,treatment,new page,1
29668,treatment,new page,1.5
17167,control,old page,2
26763,treatment,new page,1.5
13407,control,old page,2
18337,control,old page,2.5
12595,control,old page,2
18194,control,old page,2
14648,control,old page,2.5
21779,control,old page,2.5
15473,control,old page,2.5
13519,control,old page,2
14415,control,old page,2.5
28946,treatment,new page,1.5
26853,treatment,new page,1
23523,control,old page,2
25598,control,old page,2.5
27126,treatment,new page,1
26772,treatment,new page,1
29950,treatment,new page,1
26257,treatment,new page,1.5
25378,control,old page,2
15755,control,old page,2.5
30246,treatment,new page,1
14397,control,old page,2.5
18521,control,old page,2.5
23832,control,old page,2
14182,control,old page,2
20372,control,old page,2
15603,control,old page,2.5
32276,treatment,new page,1
18673,control,old page,2
31326,treatment,new page,1
15128,control,old page,2
17369,control,old page,2.5
34567,treatment,new page,1
14451,control,old page,2
27462,treatment,new page,1
16414,control,old page,2
27543,treatment,new page,1
18355,control,old page,2
29067,treatment,new page,1
33262,treatment,new page,1
27319,treatment,new page,1.5
24468,control,old page,2.5
14456,control,old page,2.5
15240,control,old page,2.5
24657,control,old page,2.5
30093,treatment,new page,1.5
29058,treatment,new page,1.5
19399,control,old page,2.5
22201,control,old page,2.5
17844,control,old page,2
16136,control,old page,2.5
15518,control,old page,2.5
29116,treatment,new page,1.5
17786,control,old page,2
24885,control,old page,2
23200,control,old page,2
14052,control,old page,2.5
23052,control,old page,2
29627,treatment,new page,1.5
22541,control,old page,2
17113,control,old page,2.5
23137,control,old page,2
13389,control,old page,2
13667,control,old page,2
22667,control,old page,2
16773,control,old page,2.5
31097,treatment,new page,1
21582,control,old page,2
20825,control,old page,2
28345,treatment,new page,1
24038,control,old page,2
28153,treatment,new page,1
31667,treatment,new page,1
16141,control,old page,2
32348,treatment,new page,1
16894,control,old page,2.5
21197,control,old page,2
27754,treatment,new page,1.5
26225,treatment,new page,1
14169,control,old page,2
31994,treatment,new page,1
18920,control,old page,2
20771,control,old page,2
27619,treatment,new page,1.5
20874,control,old page,2
21981,control,old page,2
25118,control,old page,2.5
12945,control,old page,2
32854,treatment,new page,1
20560,control,old page,2.5
12972,control,old page,2.5
22133,control,old page,2
22595,control,old page,2.5
31071,treatment,new page,1.5
17154,control,old page,2.5
16858,control,old page,2.5
14958,control,old page,2.5
25853,control,old page,2
22716,control,old page,2.5
21327,control,old page,2
14603,control,old page,2
22501,control,old page,2.5
23478,control,old page,2.5
18543,control,old page,2.5
23240,control,old page,2
19103,control,old page,2.5
13541,control,old page,2.5
34159,treatment,new page,1.5
20910,control,old page,2
31205,treatment,new page,1.5
24715,control,old page,2
32957,treatment,new page,1.5
18722,control,old page,2.5
29632,treatment,new page,1
21618,control,old page,2
33800,treatment,new page,1.5
13864,control,old page,2
15383,control,old page,2
22174,control,old page,2.5
13088,control,old page,2
31142,treatment,new page,1.5
17360,control,old page,2
18619,control,old page,2.5
16275,control,old page,2.5
18969,control,old page,2.5
25383,control,old page,2.5
18427,control,old page,2.5
25333,control,old page,2.5
33473,treatment,new page,1
17512,control,old page,2.5
17432,control,old page,2.5
25217,control,old page,2.5
23088,control,old page,2
33002,treatment,new page,1.5
21031,control,old page,2
24065,control,old page,2
26212,treatment,new page,1.5
27888,treatment,new page,1
31806,treatment,new page,1.5
25047,control,old page,2
26104,treatment,new page,1.5
14527,control,old page,2
20842,control,old page,2.5
30179,treatment,new page,1
20094,control,old page,2.5
32460,treatment,new page,1
12587,control,old page,2.5
17772,control,old page,2
24751,control,old page,2
14810,control,old page,2.5
13622,control,old page,2
17611,control,old page,2
21255,control,old page,2
27767,treatment,new page,1.5
16499,control,old page,2.5
14357,control,old page,2.5
18982,control,old page,2
32935,treatment,new page,1.5
16481,control,old page,2
25791,control,old page,2.5
13761,control,old page,2.5
30569,treatment,new page,1.5
19919,control,old page,2
28399,treatment,new page,1.5
22918,control,old page,2
28735,treatment,new page,1
22250,control,old page,2.5
32209,treatment,new page,1
17808,control,old page,2
34454,treatment,new page,1
15477,control,old page,2
31523,treatment,new page,1.5
13985,control,old page,2.5
15688,control,old page,2
28148,treatment,new page,1.5
15451,control,old page,2.5
22958,control,old page,2.5
23863,control,old page,2.5
29623,treatment,new page,1
30797,treatment,new page,1.5
26665,treatment,new page,1.5
16284,control,old page,2
22147,control,old page,2.5
13380,control,old page,2.5
33791,treatment,new page,1.5
25925,control,old page,2
14424,control,old page,2
24392,control,old page,2.5
29291,treatment,new page,1.5
15845,control,old page,2.5
28453,treatment,new page,1.5
23926,control,old page,2.5
28050,treatment,new page,1.5
24769,control,old page,2
30443,treatment,new page,1.5
14393,control,old page,2
25029,control,old page,2.5
17799,control,old page,2.5
22900,control,old page,2
19099,control,old page,2
26750,treatment,new page,1
22725,control,old page,2.5
15495,control,old page,2.5
23433,control,old page,2
13062,control,old page,2
26656,treatment,new page,1.5
33997,treatment,new page,1.5
32352,treatment,new page,1
33195,treatment,new page,1
26943,treatment,new page,1.5
21430,control,old page,2
27095,treatment,new page,1
21927,control,old page,2
18772,control,old page,2.5
26396,treatment,new page,1
14429,control,old page,2
28189,treatment,new page,1
25688,control,old page,2
24433,control,old page,2.5
16809,control,old page,2.5
18664,control,old page,2
28135,treatment,new page,1
13461,control,old page,2
18915,control,old page,2.5
28717,treatment,new page,1
24141,control,old page,2.5
19135,control,old page,2.5
15621,control,old page,2
13021,control,old page,2
28744,treatment,new page,1.5
20614,control,old page,2
20883,control,old page,2
19592,control,old page,2
31057,treatment,new page,1
20668,control,old page,2.5
16374,control,old page,2.5
31192,treatment,new page,1.5
17450,control,old page,2.5
29780,treatment,new page,1
21555,control,old page,2.5
28655,treatment,new page,1.5
26324,treatment,new page,1
22236,control,old page,2.5
21044,control,old page,2
34428,treatment,new page,1
28404,treatment,new page,1.5
22411,control,old page,2.5
24666,control,old page,2
30645,treatment,new page,1
28861,treatment,new page,1
18032,control,old page,2
29636,treatment,new page,1
24128,control,old page,2.5
29641,treatment,new page,1
17185,control,old page,2
13783,control,old page,2.5
12963,control,old page,2.5
20399,control,old page,2.5
23774,control,old page,2
31214,treatment,new page,1
17723,control,old page,2
25459,control,old page,2
26172,treatment,new page,1
19547,control,old page,2
29735,treatment,new page,1
20049,control,old page,2
17463,control,old page,2
21161,control,old page,2.5
18857,control,old page,2.5
21990,control,old page,2
30734,treatment,new page,1.5
23115,control,old page,2
12837,control,old page,2.5
34562,treatment,new page,1
21752,control,old page,2
16239,control,old page,2.5
25015,control,old page,2.5
33253,treatment,new page,1.5
32366,treatment,new page,1
22398,control,old page,2.5
20116,control,old page,2.5
15258,control,old page,2.5
27781,treatment,new page,1.5
20309,control,old page,2
27615,treatment,new page,1.5
21188,control,old page,2.5
22783,control,old page,2
33105,treatment,new page,1
25199,control,old page,2.5
31568,treatment,new page,1.5
13564,control,old page,2
24581,control,old page,2
34320,treatment,new page,1.5
34114,treatment,new page,1
32568,treatment,new page,1.5
19023,control,old page,2
13425,control,old page,2
32760,treatment,new page,1.5
24558,control,old page,2
13877,control,old page,2.5
22689,control,old page,2.5
25275,control,old page,2.5
24168,control,old page,2.5
23612,control,old page,2
24728,control,old page,2
31133,treatment,new page,1
13631,control,old page,2.5
27812,treatment,new page,1.5
15065,control,old page,2
20632,control,old page,2.5
25983,treatment,new page,1.5
18099,control,old page,2
12703,control,old page,2.5
33558,treatment,new page,1
16423,control,old page,2.5
20305,control,old page,2.5
18319,control,old page,2.5
32514,treatment,new page,1
25369,control,old page,2
16804,control,old page,2.5
26983,treatment,new page,1.5
26597,treatment,new page,1
27548,treatment,new page,1.5
14899,control,old page,2
31281,treatment,new page,1
23110,control,old page,2.5
30658,treatment,new page,1.5
34504,treatment,new page,1
17042,control,old page,2
15307,control,old page,2.5
16589,control,old page,2.5
22259,control,old page,2.5
21963,control,old page,2.5
13357,control,old page,2.5
20125,control,old page,2.5
20461,control,old page,2.5
16419,control,old page,2
34060,treatment,new page,1
16127,control,old page,2.5
19995,control,old page,2.5
19910,control,old page,2.5
27866,treatment,new page,1
30936,treatment,new page,1.5
21071,control,old page,2.5
22384,control,old page,2.5
30748,treatment,new page,1
32173,treatment,new page,1
31904,treatment,new page,1.5
32751,treatment,new page,1
31685,treatment,new page,1.5
23975,control,old page,2.5
30609,treatment,new page,1
29990,treatment,new page,1
18108,control,old page,2
19345,control,old page,2
22837,control,old page,2
33168,treatment,new page,1
33061,treatment,new page,1
28144,treatment,new page,1
16912,control,old page,2
16033,control,old page,2
27485,treatment,new page,1
26503,treatment,new page,1
14751,control,old page,2
17073,control,old page,2
22949,control,old page,2
33177,treatment,new page,1
21380,control,old page,2.5
31183,treatment,new page,1.5
13326,control,old page,2
15347,control,old page,2
22196,control,old page,2
23101,control,old page,2.5
12855,control,old page,2
21362,control,old page,2
17597,control,old page,2.5
16459,control,old page,2
15119,control,old page,2.5
18422,control,old page,2
20179,control,old page,2.5
14442,control,old page,2
25114,control,old page,2
33038,treatment,new page,1.5
14581,control,old page,2
33419,treatment,new page,1.5
25674,control,old page,2.5
16248,control,old page,2
24437,control,old page,2.5
13765,control,old page,2
22546,control,old page,2
23487,control,old page,2.5
20246,control,old page,2
27655,treatment,new page,1
24513,control,old page,2
17790,control,old page,2.5
24110,control,old page,2.5
29829,treatment,new page,1
14657,control,old page,2
30134,treatment,new page,1
28883,treatment,new page,1.5
25195,control,old page,2
16943,control,old page,2.5
21210,control,old page,2.5
17248,control,old page,2
21676,control,old page,2
25862,control,old page,2.5
26042,treatment,new page,1
17297,control,old page,2
25818,control,old page,2
16342,control,old page,2
26786,treatment,new page,1.5
21300,control,old page,2.5
32872,treatment,new page,1.5
19753,control,old page,2.5
17252,control,old page,2.5
15764,control,old page,2
31044,treatment,new page,1.5
30672,treatment,new page,1
22057,control,old page,2.5
24289,control,old page,2
33312,treatment,new page,1
13299,control,old page,2
27243,treatment,new page,1.5
29426,treatment,new page,1.5
22707,control,old page,2
15141,control,old page,2
27682,treatment,new page,1
33961,treatment,new page,1.5
14245,control,old page,2
32747,treatment,new page,1.5
24137,control,old page,2.5
32944,treatment,new page,1.5
31815,treatment,new page,1
30264,treatment,new page,1.5
20695,control,old page,2.5
12725,control,old page,2.5
24643,control,old page,2.5
24338,control,old page,2
27700,treatment,new page,1.5
25042,control,old page,2
23308,control,old page,2
32774,treatment,new page,1
26553,treatment,new page,1
14993,control,old page,2.5
27454,treatment,new page,1
21793,control,old page,2
16396,control,old page,2.5
16957,control,old page,2
16656,control,old page,2.5
19691,control,old page,2.5
23155,control,old page,2
14294,control,old page,2
20453,control,old page,2
33294,treatment,new page,1
16347,control,old page,2.5
32151,treatment,new page,1
32164,treatment,new page,1
31093,treatment,new page,1
15007,control,old page,2
31828,treatment,new page,1
12932,control,old page,2.5
22402,control,old page,2
20708,control,old page,2.5
18341,control,old page,2.5
24164,control,old page,2
32581,treatment,new page,1
33007,treatment,new page,1
13913,control,old page,2
26620,treatment,new page,1.5
19816,control,old page,2
33114,treatment,new page,1.5
14621,control,old page,2
17813,control,old page,2.5
20358,control,old page,2.5
17503,control,old page,2
29775,treatment,new page,1
19776,control,old page,2.5
28112,treatment,new page,1.5
25988,treatment,new page,1.5
33746,treatment,new page,1
31689,treatment,new page,1.5
15083,control,old page,2
23281,control,old page,2.5
28206,treatment,new page,1.5
30107,treatment,new page,1.5
20340,control,old page,2
31295,treatment,new page,1
12914,control,old page,2
13958,control,old page,2.5
29314,treatment,new page,1.5
33119,treatment,new page,1
17535,control,old page,2
14635,control,old page,2.5
16329,control,old page,2
20237,control,old page,2.5
23518,control,old page,2.5
16934,control,old page,2
27597,treatment,new page,1.5
17391,control,old page,2.5
17732,control,old page,2.5
18597,control,old page,2.5
27512,treatment,new page,1
29542,treatment,new page,1
34177,treatment,new page,1.5
27758,treatment,new page,1
32231,treatment,new page,1.5
15948,control,old page,2.5
30430,treatment,new page,1
21170,control,old page,2
22183,control,old page,2.5
14128,control,old page,2
17902,control,old page,2.5
17436,control,old page,2.5
25535,control,old page,2
17055,control,old page,2
33231,treatment,new page,1
29892,treatment,new page,1.5
13904,control,old page,2
14787,control,old page,2.5
21873,control,old page,2.5
13747,control,old page,2.5
23249,control,old page,2
31120,treatment,new page,1
30555,treatment,new page,1
18180,control,old page,2
15029,control,old page,2
22232,control,old page,2
28471,treatment,new page,1.5
23106,control,old page,2.5
16768,control,old page,2
18328,control,old page,2
33464,treatment,new page,1
27059,treatment,new page,1
14276,control,old page,2
32949,treatment,new page,1.5
29887,treatment,new page,1
12600,control,old page,2
14191,control,old page,2.5
13703,control,old page,2.5
17562,control,old page,2.5
20578,control,old page,2.5
18776,control,old page,2
29959,treatment,new page,1.5
15504,control,old page,2.5
32303,treatment,new page,1.5
20273,control,old page,2
24029,control,old page,2.5
15970,control,old page,2
20538,control,old page,2.5
28009,treatment,new page,1
16907,control,old page,2.5
21497,control,old page,2.5
24845,control,old page,2
19242,control,old page,2
18498,control,old page,2.5
15545,control,old page,2
20157,control,old page,2
13416,control,old page,2
32070,treatment,new page,1.5
28601,treatment,new page,1
32178,treatment,new page,1
33701,treatment,new page,1
26333,treatment,new page,1
23630,control,old page,2
28462,treatment,new page,1
16472,control,old page,2.5
17602,control,old page,2
24159,control,old page,2.5
34136,treatment,new page,1.5
13106,control,old page,2.5
20193,control,old page,2
22559,control,old page,2.5
20565,control,old page,2
21156,control,old page,2.5
16665,control,old page,2.5
19435,control,old page,2.5
13698,control,old page,2
29869,treatment,new page,1.5
33621,treatment,new page,1.5
23182,control,old page,2
33903,treatment,new page,1
25710,control,old page,2
30389,treatment,new page,1
33970,treatment,new page,1.5
23769,control,old page,2
24791,control,old page,2.5
20336,control,old page,2.5
24652,control,old page,2.5
25584,control,old page,2
15751,control,old page,2
32608,treatment,new page,1
12959,control,old page,2
18584,control,old page,2.5
23733,control,old page,2.5
29358,treatment,new page,1.5
20228,control,old page,2.5
15209,control,old page,2
29757,treatment,new page,1.5
29919,treatment,new page,1
20551,control,old page,2.5
32455,treatment,new page,1.5
16728,control,old page,2.5
32733,treatment,new page,1
33724,treatment,new page,1.5
27534,treatment,new page,1.5
33589,treatment,new page,1
29699,treatment,new page,1.5
14747,control,old page,2.5
16983,control,old page,2
28865,treatment,new page,1
30622,treatment,new page,1
16903,control,old page,2
23357,control,old page,2
25490,control,old page,2.5
21994,control,old page,2
29089,treatment,new page,1
21152,control,old page,2.5
33468,treatment,new page,1
18279,control,old page,2
23003,control,old page,2
16750,control,old page,2.5
29520,treatment,new page,1.5
13456,control,old page,2.5
30416,treatment,new page,1.5
27037,treatment,new page,1
12806,control,old page,2
22353,control,old page,2
31671,treatment,new page,1
33957,treatment,new page,1
25190,control,old page,2
19251,control,old page,2
15114,control,old page,2
30232,treatment,new page,1.5
17925,control,old page,2
15365,control,old page,2
25100,control,old page,2.5
32550,treatment,new page,1
27561,treatment,new page,1.5
24778,control,old page,2
14774,control,old page,2
24697,control,old page,2.5
16428,control,old page,2
22640,control,old page,2
25697,control,old page,2
13214,control,old page,2
24572,control,old page,2
19668,control,old page,2
20081,control,old page,2.5
28408,treatment,new page,1.5
13931,control,old page,2
33424,treatment,new page,1.5
24276,control,old page,2.5
33020,treatment,new page,1
31366,treatment,new page,1
25522,control,old page,2
26476,treatment,new page,1
20264,control,old page,2.5
23859,control,old page,2.5
13774,control,old page,2.5
15231,control,old page,2
15814,control,old page,2.5
34105,treatment,new page,1.5
21313,control,old page,2
19278,control,old page,2.5
29901,treatment,new page,1
17960,control,old page,2.5
29143,treatment,new page,1
20300,control,old page,2
29453,treatment,new page,1.5
22245,control,old page,2.5
33966,treatment,new page,1
21147,control,old page,2.5
15876,control,old page,2.5
30636,treatment,new page,1.5
17176,control,old page,2
23648,control,old page,2
34163,treatment,new page,1.5
19843,control,old page,2.5
23657,control,old page,2.5
22729,control,old page,2
25401,control,old page,2.5
27440,treatment,new page,1.5
29385,treatment,new page,1.5
25656,control,old page,2.5
31725,treatment,new page,1.5
12891,control,old page,2.5
21479,control,old page,2.5
29246,treatment,new page,1
32227,treatment,new page,1
33240,treatment,new page,1
25517,control,old page,2.5
14258,control,old page,2.5
28713,treatment,new page,1
31160,treatment,new page,1
32827,treatment,new page,1
30909,treatment,new page,1
27288,treatment,new page,1.5
23142,control,old page,2.5
28753,treatment,new page,1
30578,treatment,new page,1
26015,treatment,new page,1
19507,control,old page,2
29228,treatment,new page,1.5
32003,treatment,new page,1
21909,control,old page,2.5
20210,control,old page,2
22084,control,old page,2
32191,treatment,new page,1
27162,treatment,new page,1.5
14343,control,old page,2.5
14841,control,old page,2
20659,control,old page,2.5
26839,treatment,new page,1.5
26140,treatment,new page,1.5
29515,treatment,new page,1
31537,treatment,new page,1
25952,control,old page,2
21658,control,old page,2.5
13532,control,old page,2.5
19538,control,old page,2
18951,control,old page,2.5
31371,treatment,new page,1.5
12699,control,old page,2.5
27234,treatment,new page,1.5
14639,control,old page,2
24370,control,old page,2.5
16876,control,old page,2
14765,control,old page,2
17727,control,old page,2
27669,treatment,new page,1.5
14666,control,old page,2.5
30349,treatment,new page,1.5
32088,treatment,new page,1
22066,control,old page,2
28547,treatment,new page,1
32689,treatment,new page,1
30497,treatment,new page,1.5
23913,control,old page,2.5
29004,treatment,new page,1.5
32702,treatment,new page,1.5
27355,treatment,new page,1.5
33885,treatment,new page,1.5
31541,treatment,new page,1.5
14281,control,old page,2.5
19982,control,old page,2.5
17692,control,old page,2
13936,control,old page,2
28821,treatment,new page,1.5
25495,control,old page,2.5
28803,treatment,new page,1.5
18454,control,old page,2.5
16853,control,old page,2
20457,control,old page,2
27391,treatment,new page,1.5
29327,treatment,new page,1.5
28700,treatment,new page,1.5
16154,control,old page,2.5
13680,control,old page,2
33137,treatment,new page,1
25360,control,old page,2.5
14115,control,old page,2
19579,control,old page,2
13886,control,old page,2.5
16997,control,old page,2.5
23272,control,old page,2
15343,control,old page,2
33872,treatment,new page,1
14935,control,old page,2.5
17615,control,old page,2
33191,treatment,new page,1.5
17831,control,old page,2
28592,treatment,new page,1.5
24217,control,old page,2.5
23568,control,old page,2
